Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Ibrido vs Benzina,is_Diesel vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
35900,1,27360,1,110,1,177,0,1,1,0,0,1,0,0
32950,1,29900,1,110,1,162,1,0,1,0,0,0,0,0
32900,1,25314,1,110,1,92,0,1,1,0,0,0,1,0
36900,1,22036,1,110,1,796,0,1,1,0,0,0,0,1
33900,1,22318,1,110,1,100,0,1,1,0,0,1,0,0
32500,2,23159,1,110,1,619,0,1,1,0,0,0,0,1
34500,4,32000,1,110,1,77,0,1,1,0,0,0,0,0
30950,3,23600,1,110,1,14,1,0,1,0,0,0,0,0
31900,1,23481,1,110,1,285,0,1,1,0,0,1,0,0
34900,1,36949,1,110,1,177,0,1,1,0,0,1,0,0
31600,3,57000,1,110,1,77,0,1,1,0,0,0,0,0
35900,1,24371,1,110,1,25,0,1,1,0,0,0,0,0
36900,1,24652,1,110,1,177,0,1,1,0,0,1,0,0
35900,1,23416,1,110,1,229,0,1,1,0,0,1,0,0
31800,4,39000,1,110,1,326,0,1,1,0,0,0,1,0
34500,2,27778,1,110,1,223,0,1,1,0,0,0,1,0
30500,5,69900,1,110,1,352,1,0,0,0,1,0,1,0
31800,2,33167,1,110,1,121,0,1,0,0,1,1,0,0
35900,1,40896,1,110,1,284,0,1,1,0,0,1,0,0
33700,1,31925,1,110,1,76,0,1,1,0,0,0,0,0
31800,4,62860,1,110,1,177,0,1,0,0,1,1,0,0
34900,1,20107,1,110,1,222,0,1,1,0,0,1,0,0
30900,1,28581,1,110,1,177,0,1,1,0,0,1,0,0
35800,1,24535,1,110,1,178,0,1,1,0,0,1,0,0
33900,1,24194,1,110,1,163,0,1,1,0,0,0,0,0
33900,1,26105,1,110,1,31,0,1,1,0,0,0,0,0
34990,1,34236,1,110,1,290,0,1,1,0,0,0,1,0
34900,4,60100,1,110,1,177,0,1,1,0,0,1,0,0
31900,5,64300,1,110,1,92,0,1,1,0,0,0,0,0
35900,1,27335,1,110,1,171,0,1,1,0,0,1,0,0
36500,1,21945,1,110,1,222,0,1,1,0,0,1,0,0
32800,1,21171,1,110,1,284,0,1,1,0,0,1,0,0
31900,1,29579,1,110,1,228,0,1,1,0,0,0,1,0
30200,2,64500,1,110,1,105,0,1,1,0,0,0,1,0
35900,1,24518,1,110,1,121,0,1,1,0,0,1,0,0
33900,4,65727,1,110,1,226,1,0,1,0,0,0,0,0
36600,1,24550,1,110,1,326,0,1,1,0,0,0,1,0
33800,1,35167,1,110,1,197,0,1,1,0,0,1,0,0
31199,3,31880,1,110,1,326,0,1,1,0,0,0,1,0
30500,3,45173,1,110,1,177,0,1,1,0,0,1,0,0
38899,1,24641,1,110,1,214,0,1,1,0,0,1,0,0
35950,1,24790,1,110,1,489,0,1,1,0,0,0,0,1
33900,1,20650,1,110,1,31,0,1,1,0,0,0,0,0
35900,1,29709,1,110,1,171,0,1,1,0,0,1,0,0
31900,2,57200,1,110,1,79,0,1,1,0,0,0,0,0
39800,3,58175,1,110,1,105,0,1,1,0,0,0,1,0
32400,1,25587,1,110,1,111,1,0,0,0,1,1,0,0
34950,1,27876,1,110,1,16,0,1,1,0,0,0,0,0
39400,4,45300,1,110,1,204,0,1,1,0,0,0,0,0
30900,3,48674,1,110,1,226,1,0,1,0,0,0,0,0
30400,3,37037,1,110,1,285,0,1,1,0,0,1,0,0
32400,1,20845,1,110,1,42,0,1,1,0,0,0,0,0
36500,1,21000,1,110,1,283,0,1,1,0,0,0,1,0
36000,1,21000,1,110,1,302,0,1,1,0,0,1,0,0
33900,4,59251,1,110,1,111,0,1,1,0,0,1,0,0
33990,1,21201,1,110,1,127,1,0,1,0,0,0,0,0
35900,1,30302,1,110,1,100,0,1,1,0,0,1,0,0
33800,1,26506,1,110,1,177,0,1,1,0,0,1,0,0
32950,1,29900,1,110,1,101,1,0,1,0,0,0,0,0
33450,1,24654,1,110,1,101,1,0,1,0,0,0,0,0
33900,1,24106,1,110,1,163,0,1,1,0,0,0,0,0
32700,1,27000,1,110,1,165,0,1,1,0,0,1,0,0
39900,2,36000,1,110,1,156,0,0,1,0,0,0,0,0
32900,1,27344,1,110,1,177,0,1,1,0,0,1,0,0
35900,1,22000,1,110,1,177,0,1,1,0,0,1,0,0
34500,1,22000,1,110,1,130,1,0,0,0,1,1,0,0
33500,1,20164,1,110,1,285,1,0,0,0,1,1,0,0
32500,1,27403,1,110,1,177,0,1,1,0,0,1,0,0
38400,3,32985,1,110,1,121,0,1,1,0,0,1,0,0
33800,1,23104,1,110,1,197,0,1,1,0,0,1,0,0
36950,2,39999,1,110,1,14,0,1,1,0,0,0,0,0
38500,1,24457,1,110,1,86,0,1,0,0,1,0,0,0
33900,1,27336,1,110,1,127,0,1,1,0,0,0,0,0
34500,1,25281,1,110,1,177,0,1,1,0,0,1,0,0
35500,1,33201,1,110,1,92,0,1,1,0,0,0,1,0
34500,1,22763,1,110,1,533,0,1,1,0,0,0,0,1
33900,1,26105,1,110,1,42,0,1,1,0,0,0,0,0
30800,2,56462,1,110,1,104,0,1,0,0,0,0,1,0
33500,1,27961,1,110,1,285,0,1,1,0,0,1,0,0
33500,1,23703,1,110,1,511,0,1,1,0,0,0,0,1
35800,1,23439,1,110,1,177,0,1,1,0,0,1,0,0
31400,1,23270,1,110,1,104,0,1,0,0,0,0,1,0
31500,1,26450,1,110,1,284,0,1,1,0,0,1,0,0
30599,2,43527,1,110,1,326,1,0,1,0,0,0,1,0
31280,2,49000,1,110,1,326,0,1,1,0,0,0,1,0
32900,1,30710,1,110,1,177,0,1,1,0,0,1,0,0
34700,2,20532,1,110,1,177,1,0,1,0,0,1,0,0
38200,1,23367,1,110,1,16,0,1,1,0,0,0,0,0
32800,1,41008,1,110,1,162,0,1,1,0,0,1,0,0
34800,1,25311,1,110,1,177,0,1,1,0,0,1,0,0
34900,1,22295,1,110,1,163,0,1,1,0,0,0,0,0
36800,1,22451,1,110,1,178,0,1,1,0,0,1,0,0
35900,1,28200,1,110,1,177,1,0,1,0,0,1,0,0
30800,5,33617,1,110,1,197,0,0,1,0,0,1,0,0
35900,1,29443,1,110,1,100,1,0,1,0,0,1,0,0
32500,1,20804,1,110,1,223,0,1,1,0,0,0,1,0
31950,5,45600,1,110,1,14,0,1,0,0,1,0,0,0
31000,4,50806,1,110,1,160,0,1,0,0,1,0,0,0
32900,2,22460,1,110,1,131,0,1,0,0,1,0,0,0
34500,1,28536,1,110,1,229,0,1,1,0,0,1,0,0
36400,1,25228,1,110,1,178,0,1,1,0,0,1,0,0
33900,1,25000,1,110,1,127,0,1,1,0,0,0,0,0
36700,1,28000,1,110,1,254,0,1,1,0,0,1,0,0
35700,1,22761,1,110,1,389,0,1,1,0,0,0,0,1
33900,1,20634,1,110,1,163,0,1,1,0,0,0,0,0
31300,2,41000,0,110,1,141,0,1,0,0,1,0,0,0
33900,1,20650,1,110,1,42,0,1,1,0,0,0,0,0
33900,1,24582,1,110,1,163,0,1,1,0,0,0,0,0
36200,1,23278,1,110,1,86,0,1,1,0,0,0,0,0
34290,1,31082,1,110,1,507,0,1,1,0,0,0,0,1
35500,1,33337,1,110,1,177,0,1,1,0,0,1,0,0
32900,1,30649,1,110,1,619,0,1,1,0,0,0,0,1
37000,1,22537,1,110,1,25,0,1,1,0,0,0,0,0
33990,1,24397,1,110,1,103,1,0,1,0,0,0,0,0
33900,1,28197,1,110,1,174,0,1,0,0,1,1,0,0
37900,1,24474,1,110,1,511,0,1,1,0,0,0,0,1
33900,5,33617,1,110,1,197,1,0,0,1,0,1,0,0
32900,1,30342,1,110,1,121,0,1,1,0,0,1,0,0
34200,1,23136,1,110,1,177,0,1,1,0,0,1,0,0
35900,1,26582,1,110,1,177,0,1,1,0,0,1,0,0
38400,3,71115,1,110,1,177,0,0,0,0,1,1,0,0
35800,1,34638,1,110,1,177,0,1,1,0,0,1,0,0
35800,1,27001,1,110,1,177,0,1,1,0,0,1,0,0
33500,1,31005,1,110,1,285,0,1,1,0,0,1,0,0
35700,1,22761,1,110,1,326,0,1,1,0,0,0,1,0
31400,1,20244,0,110,1,104,0,1,0,0,1,0,1,0
33900,1,28197,1,110,1,177,0,1,0,0,1,1,0,0
35890,1,33783,1,110,1,290,0,1,1,0,0,0,1,0
35900,1,27565,1,110,1,177,0,1,1,0,0,1,0,0
33800,1,21263,1,110,1,197,0,1,1,0,0,1,0,0
34900,1,22171,1,110,1,86,0,1,1,0,0,0,0,0
31900,4,43519,1,110,1,500,0,1,0,0,1,0,0,1
36400,1,26525,1,110,1,177,0,1,1,0,0,1,0,0
37950,1,43800,1,110,1,14,0,1,1,0,0,0,0,0
34900,2,23742,1,110,1,121,1,0,0,0,1,1,0,0
35400,1,24387,1,110,1,619,0,1,1,0,0,0,0,1
34500,4,49810,1,110,1,807,1,0,0,0,1,0,0,1
37900,1,22501,1,110,1,511,0,1,1,0,0,0,0,1
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
49650,1,8000,1,110,1,91,0,1,1,0,0,1,0,0
44000,1,7000,1,110,1,283,0,0,0,0,1,0,1,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
46900,1,6820,1,110,1,219,0,1,1,0,0,0,0,0
42900,0,1,1,110,1,67,1,0,1,0,0,1,0,0
43900,0,1,1,110,1,67,0,1,1,0,0,1,0,0
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
41000,4,45000,1,110,1,776,0,0,0,1,0,0,0,1
42900,0,50,1,110,1,283,0,1,1,0,0,0,1,0
43900,1,15581,1,110,1,132,1,0,1,0,0,0,0,0
46500,1,1,1,110,1,202,0,1,0,0,1,0,1,0
41600,1,11100,1,110,1,105,1,0,0,0,1,0,1,0
42900,1,4435,1,110,1,222,1,0,0,0,1,1,0,0
43500,1,12000,1,110,1,156,0,1,1,0,0,1,0,0
41990,1,50,1,110,1,344,0,1,1,0,0,0,1,0
42149,2,25850,1,110,1,38,0,0,1,0,0,0,0,0
42900,1,10,1,110,1,42,0,1,1,0,0,0,0,0
42900,0,50,1,110,1,283,0,1,1,0,0,0,1,0
40999,0,2900,1,110,1,491,0,1,0,0,1,0,0,1
42500,1,17953,1,110,1,177,0,1,1,0,0,1,0,0
45900,2,34923,1,110,1,177,0,1,1,0,0,1,0,0
43500,1,9650,1,110,1,275,0,1,0,1,0,1,0,0
41990,1,10000,1,110,1,518,0,1,1,0,0,0,0,1
43900,3,11100,1,110,1,204,0,0,1,0,0,0,0,0
46000,1,2700,1,110,1,450,0,1,1,0,0,0,0,1
44900,1,27737,1,110,1,226,0,1,0,0,1,0,0,0
43490,1,10,1,110,1,755,0,1,1,0,0,0,0,1
43500,1,10390,1,110,1,200,0,1,1,0,0,0,1,0
40500,1,14000,1,110,1,276,0,1,0,0,1,1,0,0
40690,0,5,1,110,1,163,0,1,1,0,0,0,0,0
40900,1,10000,1,110,1,156,1,0,1,0,0,0,0,0
42990,0,3000,1,110,1,518,0,1,1,0,0,0,0,1
40800,0,1,1,110,1,275,0,0,1,0,0,1,0,0
41900,0,1689,1,110,1,156,0,1,1,0,0,0,0,0
43900,0,1,1,110,1,67,0,1,1,0,0,1,0,0
40800,0,1,1,110,1,275,1,0,1,0,0,1,0,0
40690,0,5,1,110,1,103,0,1,1,0,0,0,0,0
40690,0,6,1,110,1,101,0,1,1,0,0,0,0,0
40900,2,33000,1,110,1,197,0,0,1,0,0,1,0,0
42900,0,100,1,110,1,333,0,1,1,0,0,0,1,0
40900,0,100,1,110,1,47,0,1,1,0,0,1,0,0
41900,0,7,1,110,1,243,0,0,1,0,0,1,0,0
57500,0,1,1,110,1,147,0,0,0,1,0,1,0,0
41490,0,1,1,110,1,124,0,1,1,0,0,0,0,0
43000,1,20000,1,110,1,132,0,1,1,0,0,0,0,0
42900,1,10,1,110,1,42,1,0,1,0,0,0,0,0
42900,0,1,1,110,1,67,1,0,1,0,0,1,0,0
46900,0,1,1,110,1,65,1,0,1,0,0,0,0,0
49500,1,13795,1,110,1,68,0,0,0,1,0,0,0,0
40800,0,1,1,110,1,275,0,0,1,0,0,1,0,0
43500,1,9800,1,110,1,128,0,1,1,0,0,0,0,0
40800,0,10,1,110,1,201,0,0,1,0,0,1,0,0
65000,2,60289,1,110,1,201,0,0,0,1,0,1,0,0
41600,0,300,1,110,1,233,1,0,1,0,0,1,0,0
42900,2,55955,1,110,1,156,0,1,1,0,0,0,0,0
41900,0,1,1,110,1,286,0,1,1,0,0,1,0,0
59900,3,30000,1,110,1,796,0,0,0,1,0,0,0,1
40500,0,10,1,110,1,167,1,0,1,0,0,1,0,0
42999,0,10,1,110,1,783,0,1,1,0,0,0,0,1
42900,1,8910,1,110,1,65,1,0,1,0,0,0,0,0
43000,0,50,1,110,1,283,0,1,1,0,0,0,1,0
52900,1,5500,1,110,1,355,0,1,1,0,0,0,1,0
43500,1,38,1,110,1,326,1,0,0,0,1,0,1,0
41900,2,7085,1,110,1,204,0,0,0,0,1,0,0,0
41490,0,10,1,110,1,137,1,0,1,0,0,0,0,0
51300,2,23230,1,110,1,807,0,0,0,0,1,0,0,1
43900,1,12430,1,110,1,163,0,1,0,0,1,0,0,0
42900,1,10,1,110,1,31,0,1,0,0,1,0,0,0
42900,1,7600,1,110,1,23,1,0,1,0,0,0,0,0
41900,1,17500,1,110,1,25,0,1,0,1,0,0,0,0
42500,1,9500,1,110,1,164,1,0,1,0,0,0,1,0
43500,0,1,1,110,1,483,0,1,0,0,1,0,0,1
42900,0,1,1,110,1,67,1,0,1,0,0,1,0,0
41900,0,10,1,110,1,120,1,0,1,0,0,1,0,0
42900,0,6000,1,110,1,174,0,1,1,0,0,1,0,0
47000,1,21500,1,110,1,105,0,1,0,0,1,0,1,0
44900,0,10,1,110,1,213,0,1,1,0,0,0,1,0
59900,0,4900,1,110,1,222,0,0,1,0,0,1,0,0
44000,0,400,1,110,1,165,0,1,1,0,0,1,0,0
40300,1,18152,1,110,1,16,0,1,0,0,1,0,0,0
41000,1,3478,1,110,1,242,1,0,1,0,0,0,0,0
40400,0,1,1,110,1,177,1,0,1,0,0,1,0,0
43900,0,1,1,110,1,65,0,1,1,0,0,0,0,0
47900,2,18900,1,110,1,97,0,0,0,0,1,0,0,0
42900,0,10,1,110,1,42,1,0,1,0,0,0,0,0
48500,1,2790,1,110,1,450,0,1,1,0,0,0,0,1
42900,0,10,1,110,1,142,1,0,1,0,0,1,0,0
41800,1,2857,1,110,1,177,1,0,1,0,0,1,0,0
51900,1,900,1,110,1,355,0,1,1,0,0,0,1,0
41950,2,6100,1,110,1,212,0,0,1,0,0,1,0,0
44500,1,100,1,110,1,223,0,1,1,0,0,1,0,0
40800,1,7530,1,110,1,201,0,1,0,0,0,1,0,0
41000,0,5,1,110,1,270,0,1,1,0,0,1,0,0
58900,0,10,1,110,1,42,0,0,0,0,1,0,0,0
41900,1,8945,1,110,1,162,1,0,1,0,0,1,0,0
44900,1,99,1,110,1,229,1,0,1,0,0,1,0,0
44900,1,10000,1,110,1,42,1,0,1,0,0,0,0,0
43900,0,1,1,110,1,177,0,1,1,0,0,1,0,0
41900,1,22800,1,110,1,23,0,1,1,0,0,0,0,0
42990,0,0,1,110,1,498,0,1,1,0,0,0,0,1
76900,0,4000,1,110,1,42,0,0,0,1,0,0,0,0
41999,1,22771,1,110,1,214,0,1,0,0,1,1,0,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
42900,0,1,1,110,1,177,0,1,1,0,0,1,0,0
50900,2,8324,1,110,1,242,0,0,0,0,1,1,0,0
44200,3,25169,1,110,1,104,0,0,0,0,1,0,1,0
43900,1,7000,1,110,1,23,1,0,1,0,0,0,0,0
41900,1,0,1,110,1,187,1,0,1,0,0,1,0,0
41900,1,100,1,110,1,163,0,1,1,0,0,0,0,0
46900,0,100,1,110,1,94,0,1,1,0,0,1,0,0
41490,0,10,1,110,1,99,1,0,1,0,0,0,0,0
43900,1,22800,1,110,1,14,0,1,1,0,0,0,0,0
49800,1,23000,1,110,1,104,0,1,0,1,0,0,1,0
42900,0,1,1,110,1,67,1,0,1,0,0,1,0,0
42999,0,900,1,110,1,233,1,0,0,0,0,1,0,0
43500,0,10,1,110,1,177,1,0,0,0,1,1,0,0
44900,1,1200,1,110,1,25,0,1,0,0,1,0,0,0
44900,0,3210,1,110,1,127,0,1,0,0,1,0,0,0
41700,1,9900,1,110,1,659,0,1,1,0,0,0,0,1
44900,0,100,1,110,1,163,1,0,0,0,1,0,0,0
41800,1,8253,1,110,1,201,0,1,0,0,0,1,0,0
42500,1,6000,1,110,1,344,0,1,1,0,0,0,1,0
42500,1,12510,1,110,1,156,0,1,0,0,1,0,0,0
46900,0,10,1,110,1,284,1,0,0,0,1,1,0,0
44900,1,10000,1,110,1,42,0,0,1,0,0,0,0,0
41390,1,17,1,110,1,163,0,1,0,0,1,0,0,0
40800,0,1,1,110,1,275,1,0,1,0,0,1,0,0
78990,0,10,1,110,1,484,0,0,0,1,0,0,0,1
42900,0,467,1,110,1,184,0,1,0,0,1,0,0,0
44900,1,70,1,110,1,92,0,1,1,0,0,0,0,0
40900,0,1,1,110,1,177,1,0,0,0,1,1,0,0
42900,1,21704,1,110,1,174,0,1,1,0,0,1,0,0
46700,1,9651,1,110,1,184,0,1,0,0,0,0,0,0
49500,1,13195,1,110,1,200,0,1,0,0,1,0,1,0
49900,0,10,1,110,1,177,0,0,1,0,0,1,0,0
42700,1,8706,1,110,1,167,0,1,0,1,0,1,0,0
44900,0,6000,1,110,1,164,1,0,1,0,0,0,1,0
41900,0,10,1,110,1,120,1,0,1,0,0,1,0,0
41900,1,10500,1,110,1,31,0,1,0,1,0,0,0,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
42900,1,11500,1,110,1,42,0,1,0,1,0,0,0,0
41390,1,16,1,110,1,103,0,1,0,0,1,0,0,0
43500,1,7000,1,110,1,164,1,0,1,0,0,0,1,0
44800,1,8588,1,110,1,86,0,1,0,0,1,0,0,0
48500,1,1,1,110,1,216,0,1,1,0,0,1,0,0
47300,1,12501,1,110,1,92,1,0,1,0,0,0,1,0
40400,0,10,1,110,1,42,0,1,1,0,0,0,0,0
44900,1,5000,1,110,1,16,0,1,0,1,0,0,0,0
41900,1,10700,1,110,1,42,1,0,0,1,0,0,0,0
45500,1,5,1,110,1,97,1,0,1,0,0,0,0,0
49700,0,10,1,110,1,177,0,1,0,0,1,1,0,0
41900,1,10500,1,110,1,42,0,1,0,1,0,0,0,0
40900,1,3833,1,110,1,286,1,0,0,0,1,1,0,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
40500,1,10,1,110,1,383,0,1,1,0,0,0,1,0
44500,1,5,1,110,1,478,0,1,1,0,0,0,0,1
42900,0,1,1,110,1,67,1,0,1,0,0,1,0,0
46500,1,13284,1,110,1,16,1,0,0,1,0,0,0,0
42900,1,11500,1,110,1,31,1,0,0,1,0,0,0,0
41900,1,10000,1,110,1,42,0,0,0,0,1,0,0,0
41900,1,10375,1,110,1,97,1,0,0,0,1,0,0,0
44500,1,1,1,110,1,478,0,1,1,0,0,0,0,1
40990,0,1,1,110,1,488,0,1,1,0,0,0,0,1
77900,0,1,1,110,1,796,0,0,0,1,0,0,0,1
40600,0,1000,1,110,1,127,1,0,1,0,0,0,0,0
40500,1,1,1,110,1,750,0,1,1,0,0,0,0,1
46900,1,8300,1,110,1,177,0,0,0,0,1,1,0,0
42900,1,21704,1,110,1,177,0,1,1,0,0,1,0,0
42700,1,8706,1,110,1,177,0,1,0,1,0,1,0,0
45900,1,5400,1,110,1,14,1,0,1,0,0,0,0,0
49900,1,99,1,110,1,229,1,0,1,0,0,1,0,0
43500,1,4,1,110,1,843,0,0,0,0,1,0,0,1
46990,1,11870,1,110,1,479,0,1,0,0,1,0,0,1
48900,0,100,1,110,1,163,1,0,1,0,0,0,0,0
43900,1,100,1,110,1,163,1,0,1,0,0,0,0,0
49500,0,0,1,110,1,140,1,0,1,0,0,0,1,0
40400,0,10,1,110,1,31,0,1,1,0,0,0,0,0
43500,1,19,1,110,1,389,1,0,0,0,1,0,0,1
42400,1,50,1,110,1,100,0,1,1,0,0,1,0,0
41900,1,122,1,110,1,127,0,1,1,0,0,0,0,0
44900,1,4000,1,110,1,31,1,0,0,0,1,0,0,0
42500,0,8,1,110,1,42,0,1,1,0,0,0,0,0
44700,1,50,1,110,1,854,0,1,1,0,0,0,0,1
41900,1,100,1,110,1,127,0,1,1,0,0,0,0,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
47800,1,21185,1,110,1,216,1,0,0,1,0,1,0,0
53900,0,5760,1,110,1,97,1,0,0,0,1,0,0,0
41900,1,10000,1,110,1,42,1,0,0,0,1,0,0,0
42900,1,22999,1,110,1,200,0,0,0,0,1,0,1,0
42900,1,6380,1,110,1,92,0,1,1,0,0,0,1,0
49900,1,8329,1,110,1,177,1,0,1,0,0,1,0,0
43500,1,19,1,110,1,326,1,0,0,0,1,0,1,0
42399,0,1,1,110,1,214,1,0,1,0,0,1,0,0
42842,0,5,1,110,1,326,0,1,0,0,0,0,1,0
42842,0,5,1,110,1,389,0,1,0,0,0,0,0,1
41900,1,6000,1,110,1,31,1,0,0,0,1,0,0,0
43900,1,14500,1,110,1,14,0,1,0,0,0,0,0,0
45490,0,1,1,110,1,489,0,1,0,0,1,0,0,1
43900,1,24000,1,110,1,229,1,0,0,0,1,1,0,0
41850,1,3150,1,110,1,128,1,0,0,0,0,0,0,0
43998,0,10,1,110,1,478,0,1,1,0,0,0,0,1
42500,1,4104,1,110,1,223,0,1,1,0,0,0,1,0
40950,1,5999,1,110,1,14,1,0,0,0,0,0,0,0
41900,1,6000,1,110,1,14,1,0,0,0,0,0,0,0
43800,0,9251,1,110,1,97,0,1,0,0,1,0,0,0
44500,1,4289,1,110,1,97,1,0,0,0,1,0,0,0
52900,1,10,1,110,1,284,0,1,0,0,1,1,0,0
44730,3,25169,1,110,1,104,0,0,0,0,1,0,1,0
42900,1,4000,1,110,1,42,0,0,0,0,1,0,0,0
48900,0,100,1,110,1,163,1,0,1,0,0,0,0,0
48500,1,14367,1,110,1,200,0,1,0,0,1,0,1,0
44500,1,1,1,110,1,478,0,1,1,0,0,0,0,1
44500,0,15,1,110,1,533,1,0,1,0,0,0,0,1
40900,1,17800,1,110,1,14,1,0,1,0,0,0,0,0
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
46900,0,1,1,110,1,65,1,0,0,0,1,0,0,0
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
45500,1,5,1,110,1,97,1,0,0,0,1,0,0,0
42900,1,3000,1,110,1,164,0,1,0,1,0,0,1,0
43500,1,13,1,110,1,326,1,0,0,0,1,0,1,0
44500,0,10,1,110,1,127,1,0,0,0,1,0,0,0
52800,0,10,1,110,1,284,1,0,0,0,1,1,0,0
44700,0,1,1,110,1,284,1,0,0,0,1,1,0,0
43800,1,16860,1,110,1,177,1,0,0,0,1,1,0,0
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
43500,1,38,1,110,1,389,1,0,0,0,1,0,0,1
41900,1,79,1,110,1,127,0,1,1,0,0,0,0,0
43300,1,6452,1,110,1,25,1,0,0,0,1,0,0,0
48900,1,3791,1,110,1,389,0,0,0,0,1,0,0,1
43800,1,4800,1,110,1,177,1,0,0,0,1,1,0,0
42900,1,4000,1,110,1,42,1,0,0,0,1,0,0,0
41900,1,50,1,110,1,174,0,1,1,0,0,0,0,0
43500,1,13,1,110,1,389,1,0,0,0,1,0,0,1
43900,1,11900,1,110,1,163,1,0,0,0,1,0,0,0
48900,1,3791,1,110,1,326,0,0,0,0,1,0,1,0
13990,5,135,1,110,1,88,0,0,0,0,0,0,0,0
14900,5,162,1,116,1,131,0,1,0,0,0,0,1,0
15490,5,119,1,150,1,484,0,1,0,0,1,0,0,1
15799,5,102,1,150,1,40,0,0,0,1,0,0,0,0
15800,5,125,1,150,1,588,0,1,0,1,0,0,0,1
15900,5,85,1,150,1,611,0,1,0,0,0,0,0,1
15999,5,51,1,150,1,490,0,1,0,1,0,0,0,1
16000,5,185,1,116,1,614,0,1,0,1,0,0,0,1
16800,5,123,1,116,1,753,0,1,0,0,0,0,0,1
16999,5,139,1,150,1,527,0,1,0,0,0,0,0,1
17000,5,72,1,116,1,512,0,1,0,1,0,0,0,1
17300,5,162,1,150,1,50,0,1,0,1,0,0,0,0
17400,5,102,1,116,1,189,0,1,0,0,0,1,0,0
17400,5,102,1,116,1,190,0,1,0,0,0,1,0,0
17400,5,102,1,116,1,189,0,1,0,0,0,1,0,0
17500,5,102,1,150,1,611,0,1,0,0,0,0,0,1
17500,5,149,1,150,1,761,0,1,0,0,0,0,0,1
17900,5,100,1,150,1,914,0,1,0,1,0,0,0,1
17990,5,34,1,150,1,276,0,1,0,1,0,1,0,0
17999,5,72,1,116,1,512,0,1,0,1,0,0,0,1
17999,5,78,1,116,1,490,0,1,0,0,1,0,0,1
18490,5,100,1,150,1,495,0,1,0,1,0,0,0,1
18500,5,85,1,150,1,619,0,1,0,0,0,0,0,1
18500,4,199,1,116,1,542,0,1,0,0,1,0,0,1
18500,4,175,1,116,1,815,0,1,0,0,1,0,0,1
18500,5,148,1,116,1,592,0,1,0,1,0,0,0,1
18600,5,126,1,116,1,111,0,1,1,0,0,0,1,0
18900,4,215,1,150,1,566,0,1,1,0,0,0,0,1
18900,5,94,1,150,1,695,0,1,0,0,0,0,0,1
18980,4,229,1,150,1,566,0,1,1,0,0,0,0,1
18990,5,34,1,150,1,276,0,1,0,1,0,1,0,0
18999,5,123,1,150,1,490,0,1,0,1,0,0,0,1
18999,4,150,1,116,1,490,0,1,0,0,1,0,0,1
19000,4,200,1,150,1,755,0,1,1,0,0,0,0,1
19199,5,84,1,150,1,490,0,1,0,1,0,0,0,1
19400,4,120,1,116,1,70,0,1,0,1,0,1,0,0
19400,4,123,1,150,1,95,0,0,0,1,0,0,0,0
19500,4,194,1,150,1,833,0,1,0,0,1,0,0,1
19500,5,89,1,116,1,222,0,1,0,1,0,1,0,0
19500,5,52,1,150,1,146,0,1,0,0,0,0,1,0
19500,5,87,1,150,1,504,0,1,0,0,0,0,0,1
19800,4,162,1,116,1,695,0,1,0,0,1,0,0,1
19890,4,65,1,190,1,326,1,0,0,1,0,0,1,0
19900,5,119,1,150,1,86,0,1,0,0,0,0,0,0
19900,5,99,1,190,1,86,0,0,0,0,1,0,0,0
19900,5,127,1,150,1,489,0,1,0,0,0,0,0,1
19900,3,161,1,116,1,530,0,1,0,0,0,0,0,1
19900,4,122,1,116,1,189,0,1,0,0,1,1,0,0
19980,4,103,1,116,1,485,0,1,0,1,0,0,0,1
19990,5,171,1,190,1,841,0,1,1,0,0,0,0,1
19990,5,115,1,116,1,484,0,1,1,0,0,0,0,1
19999,5,120,1,150,1,784,0,1,0,0,0,0,0,1
19999,5,175,1,150,1,504,0,1,1,0,0,0,0,1
19999,5,175,1,150,1,504,0,1,1,0,0,0,0,1
20199,4,52,1,110,1,130,0,0,0,0,1,0,1,0
20199,4,52,1,110,1,99,0,0,0,0,1,0,1,0
20300,5,129,1,150,1,512,0,1,0,0,1,0,0,1
20490,5,113,1,116,1,757,0,1,0,0,0,0,0,1
20500,5,58,1,116,1,486,0,1,0,1,0,0,0,1
20500,5,117,1,150,1,415,0,1,0,0,0,0,1,0
20500,5,135,1,150,1,25,0,1,0,1,0,0,0,0
20500,4,122,1,116,1,189,0,1,0,0,1,1,0,0
20500,4,105,1,116,1,180,0,1,0,0,1,1,0,0
20500,5,74,1,310,1,757,0,1,0,0,0,0,0,1
20599,5,67,1,150,1,490,0,1,0,1,0,0,0,1
