Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/176703370,A 180 d,34900,6,automatico,2024,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/176864328,A 180 d,34900,6,automatico,2024,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 180 d Automatic Advanced,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-advanced/180158816,A 180 d,34900,0,automatico,2025,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 180 Automatic 4p. AMG Line Premium,https://www.automobile.it/torino-mercedes-benz-180-automatic-4p-amg-line-premium/180031276,A 180,34990,11769,automatico,2024,Ibrido,136.0,,,10121.0,torino
MERCEDES A35 AMG KIT 45s,https://www.automobile.it/modugno-mercedes-a35-amg-kit-45s/180110443,A 35,34990,99000,automatico,2019,Benzina,306.0,,,70026.0,modugno
MERCEDES-BENZ A 180 A 200 d Automatic Premium,https://www.automobile.it/roma-mercedes-benz-180-200-d-automatic-premium/180101161,A 200 d,34990,11600,automatico,2023,Diesel,150.0,,,118.0,roma
MERCEDES-BENZ A 35 AMG 4Matic,https://www.automobile.it/casoria-mercedes-benz-35-amg-4matic/178841555,A 35,34999,69542,automatico,2022,Benzina,306.0,,,80026.0,casoria
Mercedes-Benz Classe A A 200 Automatic Premium AMG Line,https://www.automobile.it/almese-mercedes-benz-classe-200-automatic-premium-amg-line/178475168,A 200,35000,10000,automatico,2023,Ibrido,163.0,,,10040.0,almese
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179170723,A 180 d,35000,7768,automatico,2024,Diesel,116.0,,,22070.0,albiolo
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/reggio-emilia-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/178897063,A 180 d,35000,9753,automatico,2024,Diesel,116.0,,,42121.0,reggio emilia
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179179138,A 180 d,35000,7768,automatico,2024,Diesel,116.0,,,22100.0,como
MERCEDES A 200 Automatic AMG Line Advanced Plus,https://www.automobile.it/torino-mercedes-200-automatic-amg-line-advanced-plus/179696712,A 200,35000,19900,automatico,2023,Ibrido,163.0,,,10121.0,torino
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179497124,A 180 d,35000,4560,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-benz A 45 AMG A 35 AMG 4Matic,https://www.automobile.it/condofuri-mercedes-benz-45-amg-35-amg-4matic/180136866,A 35,35000,120000,automatico,2020,Benzina,306.0,,,89030.0,condofuri
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179502574,A 180 d,35100,10,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/corsico-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179491422,A 180 d,35100,18298,automatico,2024,Diesel,116.0,,,20094.0,corsico
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/parma-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/178897025,A 180 d,35200,24425,automatico,2023,Diesel,116.0,,,43121.0,parma
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/olginate-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/178896777,A 180 d,35200,9010,automatico,2024,Diesel,116.0,,,23854.0,olginate
Mercedes-Benz Classe A A 220 4MATIC Automatic Advanced Progressive,https://www.automobile.it/robbiate-mercedes-benz-classe-220-4matic-automatic-advanced-progressive/179383837,A 220,35200,11879,automatico,2023,Ibrido,190.0,,,23899.0,robbiate
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/178899271,A 180 d,35200,9010,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850415,A 180 d,35200,7120,automatico,2024,Diesel,116.0,,,28100.0,novara
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179497344,A 180 d,35200,4463,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced,https://www.automobile.it/palermo-mercedes-benz-classe-180-d-automatic-4p-advanced/178451040,A 180 d,35300,0,automatico,2025,Diesel,116.0,,,90121.0,palermo
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced,https://www.automobile.it/reggio-calabria-mercedes-benz-classe-180-d-automatic-4p-advanced/178451038,A 180 d,35300,0,automatico,2025,Diesel,116.0,,,89121.0,reggio calabria
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-premium/179502030,A 180 d,35300,21234,automatico,2023,Diesel,116.0,,,28100.0,novara
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced,https://www.automobile.it/messina-mercedes-benz-classe-180-d-automatic-4p-advanced/178451158,A 180 d,35300,0,automatico,2025,Diesel,116.0,,,98121.0,messina
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced,https://www.automobile.it/catania-mercedes-benz-classe-180-d-automatic-4p-advanced/178451002,A 180 d,35300,0,automatico,2025,Diesel,116.0,,,95121.0,catania
Mercedes-Benz Classe A A 35 AMG 4Matic,https://www.automobile.it/milano-mercedes-benz-classe-35-amg-4matic/179487930,A 35,35300,64100,automatico,2019,Benzina,306.0,,,20121.0,milano
MERCEDES-BENZ A 45 AMG 4Matic+,https://www.automobile.it/bari-mercedes-benz-45-amg-4matic/180159387,A 45,35399,90807,automatico,2021,Benzina,387.0,,,70121.0,bari
MERCEDES-BENZ A 45 AMG 4Matic+,https://www.automobile.it/milano-mercedes-benz-45-amg-4matic/180159412,A 45,35399,90807,automatico,2021,Benzina,387.0,,,20121.0,milano
MERCEDES-BENZ A 200 Automatic AMG Line,https://www.automobile.it/castelnuovo-rangone-mercedes-benz-200-automatic-amg-line/179538057,A 200,35400,21000,automatico,2024,Ibrido,163.0,,,41051.0,castelnuovo rangone
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497207,A 180 d,35400,3422,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz A 200 d Automatic AMG Line Premium,https://www.automobile.it/torino-mercedes-benz-200-d-automatic-amg-line-premium/179888365,A 200 d,35400,9900,automatico,2023,Diesel,150.0,,,10121.0,torino
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179496781,A 180 d,35400,6500,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179561056,A 180 d,35400,6456,automatico,2024,Diesel,116.0,,,27058.0,voghera
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/176889446,A 180 d,35400,6,automatico,2024,Diesel,116.0,,,40121.0,bologna
Mercedes-benz A 200 d Automatic Premium Plus AMG Line,https://www.automobile.it/favara-mercedes-benz-200-d-automatic-premium-plus-amg-line/179739006,A 200 d,35490,10975,automatico,2024,Diesel,150.0,,,92026.0,favara
Mercedes-benz A 200d AMG Line Premium Plus Night,https://www.automobile.it/nardo-mercedes-benz-200d-amg-line-premium-plus-night/180138944,A 200 d,35490,92000,automatico,2023,Diesel,150.0,,,73048.0,nardo
Mercedes-benz A 45 AMG A 45S AMG 4Matic AEROKIT,https://www.automobile.it/lentate-seveso-mercedes-benz-45-amg-45s-amg-4matic-aerokit/179533824,A 45 S,35500,129000,automatico,2021,Benzina,421.0,,,20823.0,lentate sul seveso
MERCEDES-BENZ A 200 d Automatic AMG Line Premium,https://www.automobile.it/quinto-treviso-mercedes-benz-200-d-automatic-amg-line-premium/178763539,A 200 d,35500,39800,automatico,2023,Diesel,150.0,,,31055.0,quinto treviso
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179840979,A 180 d,35500,22790,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Premium Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-premium-plus-amg-line/179931733,A 180 d,35500,36700,automatico,2023,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 180 D AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/castione-andevenno-mercedes-benz-classe-180-d-amg-line-advanced-plus-auto/178769275,A 180 d,35600,51810,automatico,2023,Diesel,116.0,,,23012.0,castione andevenno
MERCEDES-BENZ A 250 e hybrid EQ AMG Line auto KM0,https://www.automobile.it/nola-mercedes-benz-250-hybrid-eq-amg-line-auto-km0/179646947,A 250 e,35600,6,automatico,2024,Ibrido,218.0,,,80035.0,nola
Mercedes-Benz Classe A A 180 D AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/como-mercedes-benz-classe-180-d-amg-line-advanced-plus-auto/178770458,A 180 d,35600,51810,automatico,2023,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179912894,A 180 d,35600,9477,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe B A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-b-180-d-automatic-advanced-plus-amg-line-digital-edition/179850079,A 180 d,35600,7249,automatico,2024,Diesel,116.0,,,21052.0,busto arsizio
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179502565,A 180 d,35600,7120,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179492061,A 180 d,35600,8756,automatico,2024,Diesel,116.0,,,21052.0,busto arsizio
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179502443,A 180 d,35600,9586,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179911478,A 180 d,35600,18250,automatico,2024,Diesel,116.0,,,28100.0,novara
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/san-martino-siccomario-mercedes-benz-classe-180-d-automatic-premium/179090673,A 180 d,35700,18990,automatico,2023,Diesel,116.0,,,27028.0,san martino siccomario
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/cava-manara-mercedes-benz-classe-180-d-automatic-premium/179491714,A 180 d,35700,18990,automatico,2023,Diesel,116.0,,,27051.0,cava manara
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502319,A 180 d,35700,9829,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496791,A 180 d,35700,19800,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496272,A 180 d,35800,10,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502496,A 180 d,35800,10,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179491936,A 180 d,35800,7800,automatico,2024,Diesel,116.0,,,21052.0,busto arsizio
Mercedes-benz A 200 A 200 Automatic AMG Line Premium Plus,https://www.automobile.it/roma-mercedes-benz-200-200-automatic-amg-line-premium-plus/179639605,A 200,35800,25000,automatico,2023,Ibrido,163.0,,,118.0,roma
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179887373,A 180 d,35800,6700,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179497416,A 180 d,35800,4948,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497235,A 180 d,35800,4100,automatico,2024,Diesel,116.0,,,27058.0,voghera
MERCEDES-BENZ A 250 e Automatic Plug-in hybrid AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-250-automatic-plug-hybrid-amg-line-advanced-plus/178791573,A 250 e,35800,6,automatico,2024,Ibrido,218.0,,,40121.0,bologna
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-premium/179502017,A 180 d,35900,17475,automatico,2023,Diesel,116.0,,,28100.0,novara
Mercedes-Benz Classe A A 250 E PHEV AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/verona-mercedes-benz-classe-250-phev-amg-line-advanced-plus-auto/179629430,A 250 e,35900,17813,automatico,2023,Ibrido,218.0,,,37121.0,verona
Mercedes-Benz Classe A A 200 d AMG Line Advanced Plus auto,https://www.automobile.it/parma-mercedes-benz-classe-200-d-amg-line-advanced-plus-auto/180028792,A 200 d,35900,20600,automatico,2024,Diesel,150.0,,,43121.0,parma
Mercedes-benz A 35 4Matic AMG,https://www.automobile.it/palermo-mercedes-benz-35-4matic-amg/180055341,A 35,35900,30000,automatico,2019,Benzina,306.0,,,90121.0,palermo
Mercedes-Benz Classe A A 180 AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/novara-mercedes-benz-classe-180-amg-line-advanced-plus-auto/179502065,A 180,35900,18675,automatico,2023,Ibrido,136.0,,,28100.0,novara
Mercedes-Benz Classe A 250 e PHEV AMG LINE ADVANCED PLUS AUTOMATIC,https://www.automobile.it/bolzano-mercedes-benz-classe-250-phev-amg-line-advanced-plus-automatic/180052082,A 250 e,35900,8900,automatico,2023,Ibrido,218.0,,,39100.0,bolzano
New Mercedes-benz A 180 AMG Line Premium Restyling,https://www.automobile.it/terralba-new-mercedes-benz-180-amg-line-premium-restyling/179888544,A 180,35900,20000,automatico,2023,Diesel,136.0,,,9098.0,terralba
MERCEDES Classe A 250 Automatic 4Matic 4p. BERLINA Sport MILD HYBRID,https://www.automobile.it/abbiategrasso-mercedes-classe-250-automatic-4matic-4p-berlina-sport-mild-hybrid/179348582,A 250,35900,16800,automatico,2023,Ibrido,224.0,,,20081.0,abbiategrasso
MERCEDES Classe A 250 Automatic 4Matic 4p. BERLINA Sport MILD HYBRID,https://www.automobile.it/abbiategrasso-mercedes-classe-250-automatic-4matic-4p-berlina-sport-mild-hybrid/179348582,A 250,35900,16800,automatico,2023,Ibrido,224.0,,,20081.0,abbiategrasso
Mercedes-benz A 200 d Automatic AMG Premium plus Edition,https://www.automobile.it/scafati-mercedes-benz-200-d-automatic-amg-premium-plus-edition/180003341,A 200 d,35990,55000,automatico,2022,Diesel,150.0,,,84018.0,scafati
MERCEDES A180 AMG TETTO NAVI CAMERA AMG GARANZIA MERCEDES,https://www.automobile.it/ginosa-mercedes-a180-amg-tetto-navi-camera-amg-garanzia-mercedes/179608030,A 180,36000,7000,automatico,2023,Diesel,136.0,,,74013.0,ginosa
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/180108219,A 180 d,36000,12212,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497363,A 180 d,36000,6009,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/modena-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179304328,A 180 d,36100,5555,automatico,2024,Diesel,116.0,,,41121.0,modena
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179840962,A 180 d,36100,5883,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179501928,A 180 d,36100,6071,automatico,2024,Diesel,116.0,,,28100.0,novara
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850128,A 180 d,36100,17480,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496698,A 180 d,36100,11485,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497129,A 180 d,36100,9217,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe B A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-b-180-d-automatic-advanced-plus-amg-line-digital-edition/179850205,A 180 d,36200,9219,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/induno-olona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179307690,A 180 d,36300,2614,automatico,2024,Diesel,116.0,,,21056.0,induno olona
Mercedes-Benz A 180 A 180 d Automatic AMG Line Advanced,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-amg-line-advanced/179961574,A 180 d,36390,0,automatico,2025,Diesel,116.0,,,40033.0,casalecchio reno
Mercedes-Benz Classe A A 200 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-200-d-automatic-advanced-plus-amg-line/179501384,A 200 d,36400,21814,automatico,2024,Diesel,150.0,,,37121.0,verona
Mercedes-Benz Classe A A 250 E PHEV AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/saronno-mercedes-benz-classe-250-phev-amg-line-advanced-plus-auto/179501477,A 250 e,36400,15753,automatico,2023,Ibrido,218.0,,,21047.0,saronno
Mercedes-Benz Classe A A 180 AMG LINE PREMIUM AUTO,https://www.automobile.it/voghera-mercedes-benz-classe-180-amg-line-premium-auto/180111568,A 180,36400,28400,automatico,2023,Ibrido,136.0,,,27058.0,voghera
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/177000618,A 180 d,36400,6,automatico,2024,Diesel,116.0,,,40121.0,bologna
Mercedes Classe A 200d 150CV Premium AMG Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-200d-150cv-premium-amg-edition/179946769,A 200 d,36490,28000,automatico,2022,Diesel,150.0,,,98051.0,barcellona pozzo gotto
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/modena-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179304336,A 180 d,36500,3184,automatico,2024,Diesel,116.0,,,41121.0,modena
Mercedes-Benz A 180 A 180 d Automatic Advanced Progressive,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-progressive/179240893,A 180 d,36500,6,automatico,2025,Diesel,116.0,,,40033.0,casalecchio reno
Mercedes-benz A 180d Aut. Advanced Progressive km0,https://www.automobile.it/ascoli-piceno-mercedes-benz-180d-aut-advanced-progressive-km0/178926479,A 180 d,36500,6,automatico,2023,Diesel,116.0,,,63100.0,ascoli piceno
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501639,A 180 d,36500,8214,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A - W177 2018 - A 220 d Premium 4matic auto,https://www.automobile.it/lucca-mercedes-benz-classe-w177-2018-220-d-premium-4matic-auto/179690836,A 220 d,36500,86154,automatico,2022,Diesel,190.0,,,55100.0,lucca
MERCEDES-BENZ A 180 d Automatic 4p. Premium,https://www.automobile.it/castelnuovo-rangone-mercedes-benz-180-d-automatic-4p-premium/177368253,A 180 d,36600,6,automatico,2022,Diesel,116.0,,,41051.0,castelnuovo rangone
MERCEDES-BENZ A 180 d Automatic 4p. Premium,https://www.automobile.it/castelnuovo-rangone-mercedes-benz-180-d-automatic-4p-premium/177368260,A 180 d,36600,6,automatico,2022,Diesel,116.0,,,41051.0,castelnuovo rangone
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179307695,A 180 d,36600,971,automatico,2024,Diesel,116.0,,,22070.0,albiolo
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179304569,A 180 d,36600,971,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850152,A 180 d,36600,10688,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501817,A 180 d,36600,9464,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497331,A 180 d,36600,4558,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz A 220 A 220 d Automatic Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-220-220-d-automatic-executive/179551288,A 220 d,36690,0,automatico,2025,Diesel,190.0,,,40033.0,casalecchio reno
Mercedes-Benz A 220 A 220 d Automatic Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-220-220-d-automatic-executive/179528978,A 220 d,36690,0,automatico,2025,Diesel,190.0,,,40033.0,casalecchio reno
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179307703,A 180 d,36700,1850,automatico,2024,Diesel,116.0,,,22070.0,albiolo
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179304553,A 180 d,36700,1850,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 250 E PHEV AMG LINE PREMIUM PLUS AUTO,https://www.automobile.it/novara-mercedes-benz-classe-250-phev-amg-line-premium-plus-auto/179850419,A 250 e,36700,36398,automatico,2023,Ibrido,218.0,,,28100.0,novara
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179840981,A 180 d,36700,11402,automatico,2024,Diesel,116.0,,,37121.0,verona
MERCEDES-BENZ A 200 PREMIUM AMG-MEMORIE-KEYLESS,https://www.automobile.it/roma-mercedes-benz-200-premium-amg-memorie-keyless/178777542,A 200,36800,17700,automatico,2024,Benzina,163.0,,,118.0,roma
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/olginate-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179382335,A 180 d,36800,10,automatico,2024,Diesel,116.0,,,23854.0,olginate
Mercedes-Benz Classe A A 220 d Automatic AMG Line Advanced Plus,https://www.automobile.it/almese-mercedes-benz-classe-220-d-automatic-amg-line-advanced-plus/178475284,A 220 d,36800,15000,automatico,2023,Diesel,190.0,,,10040.0,almese
MERCEDES-BENZ A 250 e Plug-in hybrid AMG Line - ANCHE NERA!,https://www.automobile.it/piombino-dese-mercedes-benz-250-plug-hybrid-amg-line-nera/179586017,A 250 e,36800,6,automatico,2024,Ibrido,218.0,,,35017.0,piombino dese
