Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
Mercedes-Benz A 35 AMG Mercedes-Benz Classe A35 AMG 4MATIC,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-mercedes-benz-classe-a35-amg-4matic-benzina-grigio-d473cd40-2e40-4b8e-880f-c5a969247e4a,A 35,36999,70000,automatico,2020,Benzina,150.0,Ufficio Vendite - Uffici Acquisti - Amministrazione • IT-42041 Brescello - Re,Rivenditore,42041,brescello
Mercedes-Benz d Automatic Premium Night Edition,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-premium-night-edition-diesel-bianco-18ca4fa2-5cec-435b-9b45-4bec01740764,A 180 d,,,automatico,,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 35 AMG A 35 AMG 4Matic,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-35-amg-4matic-benzina-rosso-7c26502f-4df7-4e06-87fa-bd3383e8834f,A 35,33499,69542,automatico,2022,Benzina,150.0,Centro di consegna • IT-40131 Bologna,Rivenditore,40131,bologna
Mercedes-Benz A 250 e phev (eq-power) Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-phev-eq-power-sport-auto-elettrica-benzina-grigio-186bade1-e115-4130-a13e-ef172343e9b4,A 250 e,24999,67000,automatico,2020,Ibrido,150.0,Emanuele . • IT-35030 Selvazzano Dentro - PD,Rivenditore,35030,baone
Mercedes-Benz A 250 e Automatic Plug-in hybrid AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-automatic-plug-in-hybrid-amg-line-advanced-plus-elettrica-benzina-nero-9889633d-aaf0-4de4-acc6-2fd7c823363d,A 250 e,32800,10,automatico,2023,Ibrido,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 d Progressive Advanced Plus auto Tetto Panorama,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-tetto-panorama-diesel-bianco-07258a8e-cea6-4ccb-9de1-5cb29a13e9ba,A 180 d,30900,31000,automatico,2023,Diesel,150.0,Giorgio Grassi • IT-29010 Castelvetro Piacentino - Piacenza - Pc,Rivenditore,29010,agazzano
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Advanced Progres,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-automatic-plug-in-hybrid-advanced-progres-elettrica-benzina-nero-ebbb2d2b-96bc-496e-99c4-63679a271574,A 250 e,30400,43164,automatico,2023,Ibrido,150.0,Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo,Rivenditore,40033,casalecchio reno
Mercedes-Benz A 220 D 2.0 SPORT AUTOMATICO,https://www.autoscout24.it/annunci/mercedes-benz-a-220-d-2-0-sport-automatico-diesel-bianco-8c23895a-54fe-4676-8add-0b95c21c98cb,A 220 d,28500,50000,automatico,2020,Diesel,150.0,Gino Schiavo • IT-36070 Castelgomberto - Vicenza - VI,Rivenditore,36070,altissimo
Mercedes-Benz A 200 d Premium auto AMG line,https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-premium-auto-amg-line-diesel-nero-103f74ce-2faf-4709-ae36-59f9339684cd,A 200 d,33500,33000,automatico,2022,Diesel,150.0,responsabile vendite Daniele • IT-51018 Pieve A Nievole - Pt,Rivenditore,51018,pieve a nievole
Mercedes-Benz A 250 A 250 e Plug-in hybrid AMG Line Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-plug-in-hybrid-amg-line-advanced-elettrica-benzina-bianco-beb814ab-ef2f-4665-8b8d-89c883f464fb,A 250 e,35900,28976,automatico,2023,Ibrido,150.0,De Stefani Servizio Clienti • IT-47522 Martorano di Cesena- Cesena,Rivenditore,47522,cesena
Mercedes-Benz A 250 e hybrid EQ Premium,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-hybrid-eq-premium-elettrica-benzina-nero-40ec7c9c-c746-4deb-9c09-f2e6fc39adae,A 250 e,27900,58991,automatico,2022,Ibrido,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 A 180 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-executive-diesel-nero-6d692649-6484-4199-969a-88247a09bbd5,A 180 d,35190,,automatico,,Diesel,150.0,Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo,Rivenditore,40033,casalecchio reno
Mercedes-Benz A 250 e hybrid EQ Progressive Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-hybrid-eq-progressive-advanced-elettrica-benzina-bianco-7d56bce4-331d-417f-adcb-284597d6904b,A 250 e,30900,15989,automatico,2023,Ibrido,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 A 180 Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-automatic-executive-elettrica-benzina-nero-71b0e47c-eb24-4cad-b26c-46342fd20250,A 180,32690,,automatico,,Ibrido,150.0,Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo,Rivenditore,40033,casalecchio reno
Mercedes-Benz A 180 A 180 d Automatic Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-sport-diesel-nero-ce6347bf-0b58-4cbe-8dc8-dd1dacc2a0d3,A 180 d,26900,41600,automatico,2021,Diesel,150.0,Responsabile Vendite Garonzi Motors S.R.L. • IT-37010 Affi - Verona - Vr,Rivenditore,37010,affi
Mercedes-Benz A 200 d Automatic Business,https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-automatic-business-diesel-nero-4868d52c-b505-4b02-a07d-b62731480008,A 200 d,25800,54537,automatico,2021,Diesel,150.0,Pietro Lorusso • IT-40055 Villanova - Bo,Rivenditore,40055,castenaso
Mercedes-Benz A 180 AMG Line,https://www.autoscout24.it/annunci/mercedes-benz-a-180-amg-line-benzina-nero-a6aeec34-9575-4b2c-af38-8f49cd98cd87,A 180,31600,3500,manuale,2022,Benzina,150.0,Giordano Nasi • IT-41051 Castelnuovo Rangone - Modena - Mo,Rivenditore,41051,castelnuovo rangone
Mercedes-Benz A 180 Progressive Advanced Plus auto FACELIFT,https://www.autoscout24.it/annunci/mercedes-benz-a-180-progressive-advanced-plus-auto-facelift-benzina-bianco-7d9555e7-538e-4830-a8d6-c678e1a42336,A 180,28900,19500,automatico,2024,Benzina,150.0,Marco • IT-55016 Porcari - Lucca - LU,Rivenditore,55016,porcari
Mercedes-Benz A 200 Automatic Executive (w177) PELLE AUTOMATICO VIRTUA,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-executive-w177-pelle-automatico-virtua-diesel-blu-azzurro-117f71b9-eed3-4e41-88a4-f8465a45b31d,A 200,25999,59000,automatico,2020,Diesel,150.0,Ufficio Vendite - Uffici Acquisti - Amministrazione • IT-42041 Brescello - Re,Rivenditore,42041,brescello
Mercedes-Benz A 180 d Automatic Progressive Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-diesel-bianco-84c5a4ac-bdd4-4d03-8884-2baba3f24e19,A 180 d,32900,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz Classe A 200 d AMG 150cv auto *,https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-200-d-amg-150cv-auto-diesel-bianco-7113f9bd-0fea-4c52-9ce8-52a0608dc37b,A 200 d,,,automatico,,Diesel,150.0,Vendita & Noleggio • IT-50145 Firenze - FI,Rivenditore,50145,firenze
Mercedes-Benz A 180 180 d premium night edition auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-d-premium-night-edition-auto-diesel-nero-eea37385-576a-42ca-8156-d88539b2e6b3,A 180,31000,34423,automatico,2022,Diesel,150.0,"Concessionaria Ufficiale Mercedes-Benz, Smart, AMG • IT-36040 Torri di Quartesolo - Vicenza",Rivenditore,36040,brendola
Mercedes-Benz A 200 Premium AMG VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-amg-vari-colori-e-allestimenti-disponibili-benzina-bianco-5458dad4-9c53-40e7-af2a-3ec6c0a07d7b,A 200,32900,13800,automatico,2024,Benzina,150.0,Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR,Rivenditore,37040,arcole
Mercedes-Benz A 180 D SPORT VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-vari-colori-e-allestimenti-disponibili-diesel-bianco-7cd0577e-99f3-4378-a34c-d0c6855e7d2d,A 180 d,29900,17200,automatico,2024,Diesel,150.0,Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR,Rivenditore,37040,arcole
Mercedes-Benz A 180 A 180 d Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-sport-diesel-bianco-3864a628-4308-4835-814c-6d88b6880136,A 180 d,25950,63000,automatico,2021,Diesel,150.0,Giulia Auto Grifone • IT-41126 Modena,Rivenditore,41126,modena
Mercedes-Benz A 200 D VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-vari-colori-e-allestimenti-disponibili-diesel-nero-4f78c816-6336-40fc-9491-3e39c9617c07,A 200 d,32500,19100,automatico,2024,Diesel,150.0,Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR,Rivenditore,37040,arcole
Mercedes-Benz A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-advanced-diesel-bianco-d207e925-db2b-40a9-bbc9-a6f282d8d9c9,A 180 d,30900,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 - A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-bianco-f8d75bea-e048-4f33-b410-bf220e4d2ecf,A 180 d,26930,62412,automatico,2021,Diesel,150.0,Responsabile web Guidi • IT-55100 Lucca - Lu,Rivenditore,55100,lucca
Mercedes-Benz A 200 BENZINA PREMIUM AMG AUTOMATICA,https://www.autoscout24.it/annunci/mercedes-benz-a-200-benzina-premium-amg-automatica-benzina-bianco-ca5208fe-679a-4109-9212-42d7cb504b35,A 200,35900,11000,automatico,2023,Benzina,150.0,Marco • IT-55016 Porcari - Lucca - LU,Rivenditore,55016,porcari
Mercedes-Benz A 180 d Progressive Advanced AUT. KM. 0 PRONTA CONSEGNA,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-aut-km-0-pronta-consegna-diesel-grigio-d1b9db4d-4396-4568-8ba8-565d343a0435,A 180 d,33900,10,automatico,2023,Diesel,150.0,Simone - Antonino - Alessandro • IT-41121 Modena - Mo,Rivenditore,41121,modena
Mercedes-Benz A 180 d Automatic Progressive Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-diesel-argento-4b59d414-b242-481f-839d-ee02c1a7bcc8,A 180 d,32900,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-nero-06e18250-e623-4e87-bfda-569bff8627ac,A 180 d,28900,29236,automatico,2023,Diesel,150.0,Domenico Giaquinta • IT-43126 Parma - Pr,Rivenditore,43126,parma
Mercedes-Benz A 180 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-diesel-nero-1ca39002-0466-4332-aaa2-8aad334b8e1f,A 180 d,29900,18500,automatico,2024,Diesel,150.0,Marco • IT-55016 Porcari - Lucca - LU,Rivenditore,55016,porcari
Mercedes-Benz A 180 - A 180 d AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-amg-line-advanced-plus-auto-diesel-bianco-463529a9-3d4d-47b2-afeb-304666a9eb1e,A 180 d,34700,27763,automatico,2023,Diesel,150.0,Responsabile web Guidi • IT-55100 Lucca - Lu,Rivenditore,55100,lucca
Mercedes-Benz A 180 Classe A A 180 Automatic Business Extra,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-a-180-automatic-business-extra-benzina-grigio-105be051-2f42-4464-9b62-7e4ec18da8da,A 180,21400,57472,automatico,2019,Benzina,150.0,Federico Novaria • IT-37060 Mozzecane - Verona,Rivenditore,37060,buttapietra
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-automatic-plug-in-hybrid-sport-elettrica-benzina-argento-d21effe2-e82a-458b-9a33-6c42fbd08997,A 250 e,28400,54669,automatico,2022,Ibrido,150.0,Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo,Rivenditore,40033,casalecchio reno
Mercedes-Benz A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-advanced-diesel-argento-b3614ccf-fd9e-4901-b946-c42c93acaefa,A 180 d,34900,,automatico,,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-plus-diesel-bianco-842ee6cb-21de-4d55-bdce-064dcca9d117,A 180 d,36400,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 250 e Automatic EQ-Power Premium,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-automatic-eq-power-premium-elettrica-benzina-nero-8a37c00f-7ad7-463c-8c2c-58ac9ebe822c,A 250 e,27400,54312,automatico,2021,Ibrido,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-amg-line-advanced-plus-auto-elettrica-benzina-bianco-9da6d906-2e46-4cab-b0de-c0aa552fb5d3,A 180,,,automatico,,Benzina,150.0,Responsabile vendite . • IT-50100 Firenze,Rivenditore,50100,
Mercedes-Benz A 200 A 200 d Sport Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-sport-automatic-diesel-blu-azzurro-c756a72d-8818-4c1c-9808-4d94e833b3bc,A 200 d,29799,12748,automatico,2022,Diesel,150.0,Centro di consegna • IT-37135 Verona - VR,Rivenditore,37135,verona
Mercedes-Benz A 200 Automatic AMG Line,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-amg-line-elettrica-benzina-nero-fed28a69-0990-41fd-af08-5a3927390e02,A 200,35400,21000,automatico,2024,Ibrido,150.0,Giordano Nasi • IT-41051 Castelnuovo Rangone - Modena - Mo,Rivenditore,41051,castelnuovo rangone
Mercedes-Benz A 180 180 Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-sport-auto-benzina-grigio-8eb17b58-1c33-48f8-93c4-9138d71fd3b9,A 180,24400,40128,automatico,2021,Benzina,150.0,Responsabile Usato • IT-50127 Firenze,Rivenditore,50127,firenze
Mercedes-Benz A 180 A 180 d Executive Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-executive-automatic-diesel-bianco-a31c55da-67ef-4738-ad32-3d7ca8c8c4f5,A 180 d,21399,56243,automatico,2020,Diesel,150.0,Centro di consegna • IT-40131 Bologna,Rivenditore,40131,bologna
Mercedes-Benz A 180 Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-benzina-nero-82a36608-ea84-418b-bb78-606cdfc64269,A 180,30292,,automatico,,Benzina,150.0,Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr,Rivenditore,37135,verona
Mercedes-Benz A 180 Automatic AMG Line,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-amg-line-benzina-grigio-df3f2e10-0b7a-400f-8ba4-7b05d2a91ee9,A 180,31900,40000,automatico,2020,Benzina,150.0,Giordano Nasi • IT-41051 Castelnuovo Rangone - Modena - Mo,Rivenditore,41051,castelnuovo rangone
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-bianco-5804f3a5-6710-4c0a-a12f-c21f5a0ee150,A 180 d,31950,12500,automatico,2023,Diesel,150.0,"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo",Rivenditore,40066,pieve cento
Mercedes-Benz A 180 Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-benzina-nero-9ef89154-e519-4f13-81f7-ea731a19e11f,A 180,31900,,automatico,,Benzina,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-89a0f457-0de4-4f85-a3fa-7bac8fbde4e2,A 180 d,25300,60285,automatico,2019,Diesel,150.0,Concessionaria Ufficiale BMW MINI Maserati • IT-35131 Padova - Pd,Rivenditore,35131,padova
Mercedes-Benz A 200 MHV SPORT AUTOMATIC,https://www.autoscout24.it/annunci/mercedes-benz-a-200-mhv-sport-automatic-elettrica-benzina-nero-66e8aea4-0d05-40b8-b743-92cbe76c3625,A 200,25900,12378,automatico,2023,Ibrido,150.0,Luca Zecca - Mirco Fanton - Giancarlo Pellizzaro • IT-36077 Altavilla Vicentina - Vicenza - Vi,Rivenditore,36077,altavilla vicentina
Mercedes-Benz A 180 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-executive-diesel-argento-707d9df1-a6e8-4270-80e1-80ca2caa49e0,A 180 d,26950,27800,automatico,2022,Diesel,150.0,"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo",Rivenditore,40066,pieve cento
Mercedes-Benz A 180 d Automatic AMG Line Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-diesel-grigio-8d67a4c6-15fe-44d4-97f0-e187ee8bd484,A 180 d,36400,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-grigio-a1dc237c-06db-48a6-b38d-d1df00534fdb,A 180 d,31950,10999,automatico,2023,Diesel,150.0,"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo",Rivenditore,40066,pieve cento
Mercedes-Benz A 200 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-progressive-advanced-plus-auto-diesel-nero-ed3a8499-89b0-4f6f-9fa9-24b3f8f7a3a0,A 200 d,32500,18000,automatico,2024,Diesel,150.0,Marco • IT-55016 Porcari - Lucca - LU,Rivenditore,55016,porcari
"Mercedes-Benz A 180 A 180 136 CV NIGHT EDITION KM 43.170 CERTIF , GAR",https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-136-cv-night-edition-km-43-170-certif-gar-benzina-bianco-b7b5f235-eb7e-45bf-abe0-040f9d537948,A 180,25950,43171,manuale,2019,Benzina,150.0,Fabio . • IT-41122 Modena - Mo,Rivenditore,41122,modena
Mercedes-Benz A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-advanced-diesel-bianco-b0843f0a-f89a-4608-b1a1-dc6ee31e65f2,A 180 d,31900,10,automatico,2025,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-nero-d850228b-c5c9-4773-b047-ca806fbaea6b,A 180 d,31950,22800,automatico,2024,Diesel,150.0,"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo",Rivenditore,40066,pieve cento
Mercedes-Benz A 250 AMG PREMIUM PAK LUCI LED NIGHT FULL,https://www.autoscout24.it/annunci/mercedes-benz-a-250-amg-premium-pak-luci-led-night-full-benzina-bianco-140db34d-ac37-4621-828a-71d69d89b3bb,A 250,34900,21500,automatico,2022,Benzina,150.0,Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR,Rivenditore,37040,arcole
Mercedes-Benz A 250e Premium  Automatic  PHEV,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250e-premium-automatic-phev-elettrica-benzina-nero-4faf7260-858d-4072-95de-fab69601ee30,A 250 e,,,automatico,,Ibrido,150.0,Centro di consegna • IT-40131 Bologna,Rivenditore,40131,bologna
Mercedes-Benz A 200 A 200 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-automatic-advanced-diesel-nero-592d561e-1f64-498c-93ac-1ba2661c18a6,A 200 d,34950,14900,automatico,2023,Diesel,150.0,"Italo, Stefano, Mirko, Rossano, Francesco, Mario, Carlo, Diego, Attilio, Mattia, Diego, Simone, Francesco, Valentina, David • IT-40066 Pieve Di Cento - Bologna - Bo",Rivenditore,40066,pieve cento
Mercedes-Benz A 35 AMG A AMG 35 Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-race-edition-4matic-auto-benzina-grigio-9ad5d719-148f-49f8-bdaa-1e05b2637f46,A 35,43500,58000,automatico,2022,Benzina,150.0,Mario Fiore • IT-51039 Quarrata - Pistoia,Rivenditore,51039,quarrata
Mercedes-Benz A 180 A 180 d Executive Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-executive-automatic-diesel-nero-2c4c4090-74da-494c-a179-464d8f177dd2,A 180 d,21799,56836,automatico,2020,Diesel,150.0,Centro di consegna • IT-40131 Bologna,Rivenditore,40131,bologna
Mercedes-Benz A 35 AMG 4Matic AMG,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-amg-benzina-nero-4be6a348-4909-4d8b-bfaa-ca6c05480f75,A 35,42900,42673,automatico,2022,Benzina,150.0,Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr,Rivenditore,37135,verona
Mercedes-Benz A 200 A 200 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-automatic-executive-diesel-nero-923e0a0e-3224-4180-a9ca-af51b1c9c8f4,A 200 d,33590,,automatico,,Diesel,150.0,Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo,Rivenditore,40033,casalecchio reno
Mercedes-Benz A 180 d Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-diesel-nero-db36614b-ddcd-4f38-82d9-ea69811ff411,A 180 d,31597,,automatico,,Diesel,150.0,Lorenzo Mailli - Andrea Tirelli Ufficio Commerciale • IT-37135 Verona  - Vr,Rivenditore,37135,verona
Mercedes-Benz A 180 180 amg line advanced plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-amg-line-advanced-plus-auto-elettrica-benzina-bianco-a9e1c77d-c38c-40aa-9371-85ef812bdd65,A 180,32500,25159,automatico,2024,Ibrido,150.0,"Concessionaria Ufficiale Mercedes-Benz, Smart, AMG • IT-36040 Torri di Quartesolo - Vicenza",Rivenditore,36040,brendola
Mercedes-Benz A 180 SPORT VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-vari-colori-e-allestimenti-disponibili-benzina-bianco-20005e24-5079-4449-9d17-2cd7f458c038,A 180,28900,17900,automatico,2024,Benzina,150.0,Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR,Rivenditore,37040,arcole
Mercedes-Benz A 250 e Automatic Plug-in hybrid AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-automatic-plug-in-hybrid-amg-line-advanced-plus-elettrica-benzina-nero-6a74d115-d1fb-4bb6-b198-7dc8971d43a7,A 250 e,33900,10,automatico,2023,Ibrido,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 200 A 200 Sport Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-sport-automatic-benzina-argento-e877e355-5b39-4917-95b4-f1fce03ac253,A 200,26599,14410,automatico,2020,Benzina,150.0,Centro di consegna • IT-40131 Bologna,Rivenditore,40131,bologna
Mercedes-Benz A 35 AMG A 35 AMG 4Matic,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-35-amg-4matic-benzina-rosso-4caf1ffb-1fdb-484b-bf1c-da9c9fa86ca7,A 35,33499,69542,automatico,2022,Benzina,150.0,Centro di consegna • IT-37135 Verona - VR,Rivenditore,37135,verona
Mercedes-Benz A 180 d Automatic Progressive Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-plus-diesel-argento-336ba3b0-8c2b-4bef-bf46-1fb93a24d9fd,A 180 d,32900,10,automatico,2024,Diesel,150.0,Responsabile vendite Stefauto spa • IT-40127 Bologna - Bo,Rivenditore,40127,bologna
Mercedes-Benz A 180 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-executive-diesel-nero-371e54ef-5e95-4245-b1f4-d344b42005bb,A 180 d,34900,1,automatico,2025,Diesel,150.0,Stefano e Lorenzo Marinelli Motors • IT-45026 Lendinara - Rovigo,Rivenditore,45026,lendinara
