Prezzo,Anni,Chilometraggio,Cambio,CV,Venditore,Distanza,is_Diesel vs Benzina,is_GPL vs Benzina,is_Ibrido vs Benzina,is_Elettrico vs Benzina,is_sport vs base,is_performance vs base,is_middle vs base,is NO vs NE,is Centro vs NE,is Sud_Isole vs NE
13900,4,30,0,100,1,271,0,0,0,0,1,0,0,1,0,0
13900,2,33,0,75,1,276,0,0,0,0,0,0,0,1,0,0
13900,3,55,0,75,1,276,0,0,0,0,0,0,1,1,0,0
13900,4,47,0,75,1,106,0,0,0,0,0,0,1,0,1,0
13900,4,39,0,75,1,202,0,0,0,0,0,0,1,1,0,0
13900,4,44,0,75,1,202,0,0,0,0,0,0,0,1,0,0
13900,4,72,0,100,1,882,0,0,0,0,1,0,0,0,0,1
13900,3,41,0,75,1,814,0,0,0,0,0,0,0,0,0,1
13900,4,45,0,100,1,513,0,0,0,0,0,0,1,0,0,1
13900,4,58,0,75,1,276,0,0,0,0,1,0,0,1,0,0
13900,3,58,0,100,1,643,1,0,0,0,0,0,0,0,0,1
13900,4,49,0,75,1,659,0,0,0,0,0,0,1,0,0,1
13900,3,87,0,100,1,276,1,0,0,0,1,0,0,1,0,0
13900,4,71,0,100,1,441,1,0,0,0,0,0,0,0,0,1
13900,5,20,0,100,1,894,1,0,0,0,1,0,0,0,0,1
13900,2,54,0,75,1,276,0,0,0,0,0,0,1,1,0,0
13900,1,10,0,100,1,271,0,0,0,0,1,0,0,1,0,0
13900,1,9,0,100,1,271,0,0,0,0,1,0,0,1,0,0
13900,1,20,0,100,1,146,0,0,0,0,1,0,0,0,1,0
13900,0,0,0,100,1,180,0,0,0,0,1,0,0,1,0,0
13900,4,26,0,75,1,147,0,0,0,0,0,0,1,1,0,0
13900,5,61,0,100,1,345,1,0,0,0,0,0,1,0,0,1
13900,4,33,0,75,1,276,0,0,0,0,1,0,0,1,0,0
13900,0,6,0,100,1,326,0,0,0,0,0,0,0,0,1,0
13900,0,6,0,100,1,326,0,0,0,0,0,0,0,0,1,0
13900,0,6,0,100,1,326,0,0,0,0,0,0,0,0,1,0
13900,0,6,0,100,1,326,0,0,0,0,0,0,0,0,1,0
13900,5,61,1,130,1,93,0,0,0,0,1,0,0,0,1,0
13900,4,43,0,75,1,436,0,0,0,0,0,0,1,0,0,1
13900,2,52,0,75,1,611,0,0,0,0,0,0,0,0,0,1
13900,3,35,0,75,1,262,0,0,0,0,0,0,0,1,0,0
13900,3,46,0,100,1,204,1,0,0,0,0,0,0,0,0,0
13900,3,42,0,75,1,276,0,0,0,0,0,0,1,1,0,0
13950,3,25,0,100,1,772,0,0,0,0,0,0,1,0,0,1
13950,3,35,1,100,1,160,0,0,0,0,0,0,1,1,0,0
13950,1,15,0,75,1,111,0,0,0,0,1,0,0,1,0,0
13950,1,6,0,75,1,106,0,0,0,0,1,0,0,0,0,0
13970,1,24,0,100,1,196,0,0,0,0,1,0,0,1,0,0
13990,1,19,0,100,1,326,0,0,0,0,1,0,0,0,1,0
13990,1,18,0,100,1,326,0,0,0,0,1,0,0,0,1,0
13990,2,16,0,75,1,117,0,0,0,0,0,0,1,0,1,0
13990,1,24,0,100,1,326,0,0,0,0,1,0,0,0,1,0
13990,3,36,0,100,1,190,0,0,0,0,0,0,1,1,0,0
13990,2,16,0,100,1,852,0,0,0,0,0,0,1,0,0,1
13999,4,72,0,100,1,872,1,0,0,0,0,0,0,0,0,1
13999,2,14,0,100,1,500,1,0,0,0,0,0,0,0,0,1
14000,5,111,0,100,1,653,1,0,0,0,0,0,1,0,0,1
14000,2,16,0,100,1,852,0,0,0,0,0,0,1,0,0,1
14000,5,30,0,75,1,86,0,0,0,0,1,0,0,0,0,0
14000,5,58,1,75,1,164,0,0,0,0,1,0,0,0,1,0
14000,5,58,1,75,1,132,0,0,0,0,1,0,0,0,0,0
14099,2,21,0,75,1,25,0,0,0,0,0,0,1,0,0,0
14099,2,21,0,75,1,283,0,0,0,0,0,0,1,1,0,0
14099,2,21,0,75,1,750,0,0,0,0,0,0,1,0,0,1
14099,2,21,0,75,1,628,0,0,0,0,0,0,1,0,0,1
14099,2,21,0,75,1,485,0,0,0,0,0,0,1,0,0,1
14099,2,21,0,75,1,86,0,0,0,0,0,0,1,0,0,0
14099,2,21,0,75,1,861,0,0,0,0,0,0,1,0,0,1
14099,2,21,0,75,1,130,0,0,0,0,0,0,1,0,1,0
14100,1,900,0,75,1,301,0,0,0,0,0,0,0,1,0,0
14123,1,37,0,75,1,168,0,0,0,0,1,0,0,1,0,0
14123,1,37,0,75,1,233,0,0,0,0,1,0,0,1,0,0
14199,5,62,0,100,1,130,1,0,0,0,1,0,0,0,1,0
14199,5,62,0,100,1,628,1,0,0,0,1,0,0,0,0,1
14199,5,62,0,100,1,177,1,0,0,0,1,0,0,1,0,0
14199,5,62,0,100,1,861,1,0,0,0,1,0,0,0,0,1
14199,5,62,0,100,1,326,1,0,0,0,1,0,0,0,1,0
14199,5,62,0,100,1,485,1,0,0,0,1,0,0,0,0,1
14200,3,81,1,75,1,177,0,0,0,0,0,0,0,1,0,0
14250,2,101,0,100,1,86,1,0,0,0,0,0,0,0,0,0
14250,2,101,0,100,1,326,1,0,0,0,0,0,0,0,1,0
14299,2,14,0,75,1,130,0,0,0,0,0,0,1,0,1,0
14299,2,14,0,75,1,861,0,0,0,0,0,0,1,0,0,1
14299,2,14,0,75,1,485,0,0,0,0,0,0,1,0,0,1
14299,2,14,0,75,1,25,0,0,0,0,0,0,1,0,0,0
14300,2,37,1,75,1,495,0,0,0,0,0,0,1,0,0,1
14300,2,40,1,75,1,495,0,0,0,0,0,0,1,0,0,1
14300,2,32,1,75,1,495,0,0,0,0,0,0,1,0,0,1
14300,3,29,0,100,1,214,1,0,0,0,0,0,1,1,0,0
14390,3,35,1,100,1,196,0,0,0,0,0,0,0,1,0,0
14399,2,9,0,75,1,503,0,0,0,0,0,0,1,0,0,1
14400,5,48,0,100,1,177,0,0,0,0,1,0,0,1,0,0
14400,0,0,0,100,1,180,0,0,0,0,0,0,0,1,0,0
14400,1,24,0,75,1,478,0,0,0,0,1,0,0,0,0,1
14400,1,19,0,75,1,478,0,0,0,0,1,0,0,0,0,1
14400,1,9,0,75,1,478,0,0,0,0,1,0,0,0,0,1
14447,3,51,0,100,1,326,1,0,0,0,0,0,1,0,1,0
14447,3,51,0,100,1,11,1,0,0,0,0,0,1,0,0,0
14447,3,51,0,100,1,165,1,0,0,0,0,0,1,1,0,0
14447,3,51,0,100,1,177,1,0,0,0,0,0,1,1,0,0
14447,3,51,0,100,1,115,1,0,0,0,0,0,1,0,0,0
14447,3,51,0,100,1,187,1,0,0,0,0,0,1,1,0,0
14490,4,38,0,75,1,276,0,0,0,0,0,0,1,1,0,0
14490,2,9,0,100,1,92,1,0,0,0,0,0,0,0,1,0
14499,2,16,0,75,1,490,0,0,0,0,0,0,0,0,0,1
14500,2,6,0,75,1,488,0,0,0,0,0,0,0,0,0,1
14500,3,15,0,100,1,86,0,0,0,0,0,0,1,0,0,0
14500,3,49,0,75,1,276,0,0,0,0,1,0,0,1,0,0
14500,4,44,0,75,1,276,0,0,0,0,0,0,1,1,0,0
14500,1,7,0,75,1,724,0,0,0,0,0,0,0,0,0,1
14500,2,28,0,75,1,93,0,0,0,0,0,0,1,0,1,0
14500,2,33,0,75,1,276,0,0,0,0,0,0,0,1,0,0
14500,3,46,0,75,1,276,0,0,0,0,0,0,1,1,0,0
14500,3,34,0,75,1,276,0,0,0,0,1,0,0,1,0,0
14500,1,19,0,75,1,83,0,0,0,0,1,0,0,0,1,0
14500,1,19,0,75,1,83,0,0,0,0,1,0,0,0,1,0
14500,1,25,0,75,1,83,0,0,0,0,1,0,0,0,1,0
14500,3,45,1,75,1,127,0,0,0,0,0,0,0,0,0,0
14500,2,20,0,75,1,177,0,0,0,0,0,0,1,1,0,0
14500,3,60,0,100,1,276,1,0,0,0,0,0,1,1,0,0
14500,3,40,0,100,1,292,0,0,0,0,0,0,1,1,0,0
14500,3,17,0,75,1,750,0,0,0,0,0,0,1,0,0,1
14599,4,26,1,100,1,490,0,0,0,0,0,0,1,0,0,1
14599,3,44,0,100,1,628,1,0,0,0,0,0,0,0,0,1
14599,3,44,0,100,1,99,1,0,0,0,0,0,0,0,1,0
14599,3,44,0,100,1,750,1,0,0,0,0,0,0,0,0,1
14599,3,44,0,100,1,25,1,0,0,0,0,0,0,0,0,0
14599,3,44,0,100,1,485,1,0,0,0,0,0,0,0,0,1
14599,3,44,0,100,1,283,1,0,0,0,0,0,0,1,0,0
14599,3,44,0,100,1,177,1,0,0,0,0,0,0,1,0,0
14599,3,44,0,100,1,611,1,0,0,0,0,0,0,0,0,1
14599,3,44,0,100,1,326,1,0,0,0,0,0,0,0,1,0
14599,3,44,0,100,1,86,1,0,0,0,0,0,0,0,0,0
14600,4,63,0,75,1,20,0,0,0,0,0,0,0,0,0,0
14623,1,27,0,75,1,233,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,168,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,233,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,168,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,233,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,187,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,177,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,326,0,0,0,0,1,0,0,0,1,0
14623,1,27,0,75,1,11,0,0,0,0,1,0,0,0,0,0
14623,1,27,0,75,1,165,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,187,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,187,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,115,0,0,0,0,1,0,0,0,0,0
14623,1,27,0,75,1,326,0,0,0,0,1,0,0,0,1,0
14623,1,27,0,75,1,11,0,0,0,0,1,0,0,0,0,0
14623,1,27,0,75,1,165,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,177,0,0,0,0,1,0,0,1,0,0
14623,1,27,0,75,1,190,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,11,0,0,0,0,1,0,0,0,0,0
14623,1,31,0,75,1,165,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,177,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,326,0,0,0,0,1,0,0,0,1,0
14623,1,27,0,75,1,190,0,0,0,0,1,0,0,1,0,0
14623,1,31,0,75,1,115,0,0,0,0,1,0,0,0,0,0
14623,1,27,0,75,1,115,0,0,0,0,1,0,0,0,0,0
14650,4,35,0,75,1,314,0,0,0,0,0,0,0,0,1,0
14690,2,60,0,75,1,326,0,0,0,0,0,0,1,0,1,0
14690,2,62,0,75,1,326,0,0,0,0,0,0,1,0,1,0
14700,3,30,1,100,1,91,0,0,0,0,0,0,1,0,1,0
14700,3,31,1,130,1,214,0,0,0,0,1,0,0,1,0,0
14700,2,26,1,130,1,25,0,0,0,0,1,0,0,0,0,0
14700,3,75,0,100,1,611,1,0,0,0,1,0,0,0,0,1
14700,2,16,0,75,1,95,0,0,0,0,1,0,0,0,1,0
14750,4,52,0,75,1,314,0,0,0,0,0,0,1,0,1,0
14750,1,14,0,75,1,135,0,0,0,0,1,0,0,1,0,0
14790,1,11,0,75,1,203,0,0,0,0,1,0,0,1,0,0
14790,3,34,0,75,1,276,0,0,0,0,0,0,1,1,0,0
14800,3,43,0,100,1,894,0,0,0,0,0,0,0,0,0,1
14800,3,72,0,100,1,798,1,0,0,0,0,0,1,0,0,1
14800,3,11,0,75,1,495,0,0,0,0,0,0,0,0,0,1
14800,4,30,0,100,1,638,1,0,0,0,0,0,1,0,0,1
14800,4,30,0,100,1,663,1,0,0,0,0,0,1,0,0,1
14800,3,40,0,100,1,747,1,0,0,0,0,0,0,0,0,1
14800,1,26,0,75,1,683,0,0,0,0,1,0,0,0,0,1
14850,1,21,0,75,1,154,0,0,0,0,1,0,0,1,0,0
14899,1,54,0,100,1,326,0,0,0,0,1,0,0,0,1,0
14899,1,54,0,100,1,99,0,0,0,0,1,0,0,0,1,0
14899,1,54,0,100,1,283,0,0,0,0,1,0,0,1,0,0
14899,1,54,0,100,1,25,0,0,0,0,1,0,0,0,0,0
14899,1,54,0,100,1,628,0,0,0,0,1,0,0,0,0,1
14899,1,54,0,100,1,611,0,0,0,0,1,0,0,0,0,1
14899,1,54,0,100,1,177,0,0,0,0,1,0,0,1,0,0
14899,1,54,0,100,1,485,0,0,0,0,1,0,0,0,0,1
14899,1,54,0,100,1,861,0,0,0,0,1,0,0,0,0,1
14899,1,54,0,100,1,130,0,0,0,0,1,0,0,0,1,0
14899,3,73,1,130,1,130,0,0,0,0,1,0,0,0,1,0
14899,3,73,1,130,1,86,0,0,0,0,1,0,0,0,0,0
14899,3,73,1,130,1,861,0,0,0,0,1,0,0,0,0,1
14899,3,73,1,130,1,25,0,0,0,0,1,0,0,0,0,0
14899,3,73,1,130,1,628,0,0,0,0,1,0,0,0,0,1
14899,3,73,1,130,1,283,0,0,0,0,1,0,0,1,0,0
14899,3,73,1,130,1,611,0,0,0,0,1,0,0,0,0,1
14899,3,73,1,130,1,326,0,0,0,0,1,0,0,0,1,0
14899,3,73,1,130,1,177,0,0,0,0,1,0,0,1,0,0
14899,3,73,1,130,1,750,0,0,0,0,1,0,0,0,0,1
14900,1,61,0,100,1,146,1,0,0,0,0,0,0,0,1,0
14900,3,41,0,100,1,276,0,0,0,0,0,0,0,1,0,0
14900,2,47,0,100,1,110,0,0,0,0,1,0,0,0,0,0
14900,3,23,0,100,1,93,0,0,0,0,0,0,1,0,1,0
14900,2,6,0,75,1,326,0,0,0,0,0,0,0,0,1,0
14900,3,26,0,75,1,276,0,0,0,0,1,0,0,1,0,0
14900,2,82,0,100,1,778,0,0,0,0,0,0,1,0,0,1
14900,4,19,0,75,1,276,0,0,0,0,0,0,0,1,0,0
14900,1,16,0,75,1,175,0,0,0,0,1,0,0,1,0,0
14900,3,46,0,100,1,377,1,0,0,0,1,0,0,0,0,1
14900,1,10,0,75,1,137,0,0,0,0,1,0,0,1,0,0
14900,3,15,0,75,1,276,0,0,0,0,1,0,0,1,0,0
14900,2,17,0,100,1,106,0,0,0,0,1,0,0,0,0,0
14900,1,7,0,75,1,109,0,0,0,0,1,0,0,0,0,0
14900,4,53,0,100,1,93,1,0,0,0,1,0,0,0,1,0
14900,3,45,0,75,1,276,0,0,0,0,0,0,1,1,0,0
14900,2,27,0,100,1,178,1,0,0,0,0,0,0,1,0,0
14900,3,20,0,75,1,276,0,0,0,0,1,0,0,1,0,0
14900,2,28,0,75,1,196,0,0,0,0,1,0,0,1,0,0
14900,2,17,0,100,1,86,0,0,0,0,1,0,0,0,0,0
14900,3,45,0,75,1,262,0,0,0,0,0,0,1,1,0,0
14950,2,32,0,100,1,241,0,0,0,0,1,0,0,0,0,0
14950,1,19,0,75,1,135,0,0,0,0,1,0,0,1,0,0
14990,1,6,0,75,1,499,0,0,0,0,0,0,0,0,0,1
14990,1,36,0,100,1,326,0,1,0,0,1,0,0,0,1,0
14990,3,40,1,100,1,99,0,0,0,0,0,0,0,0,0,0
14990,1,32,0,75,1,355,0,0,0,0,1,0,0,0,0,1
15000,4,18,0,75,1,132,0,0,0,0,0,0,0,0,0,0
15000,3,33,0,75,1,86,0,0,0,0,1,0,0,0,0,0
15199,3,10,1,100,1,611,0,0,0,0,0,0,0,0,0,1
15199,3,10,1,100,1,326,0,0,0,0,0,0,0,0,1,0
15199,3,10,1,100,1,283,0,0,0,0,0,0,0,1,0,0
15199,3,10,1,100,1,628,0,0,0,0,0,0,0,0,0,1
15199,3,10,1,100,1,25,0,0,0,0,0,0,0,0,0,0
15199,3,10,1,100,1,750,0,0,0,0,0,0,0,0,0,1
15199,3,10,1,100,1,99,0,0,0,0,0,0,0,0,1,0
15200,2,27,0,75,1,88,0,0,0,0,0,0,1,0,1,0
15200,1,17,0,75,1,25,0,0,0,0,1,0,0,0,0,0
15250,0,0,0,100,1,180,0,0,0,0,1,0,0,1,0,0
15250,0,0,0,100,1,180,0,0,0,0,1,0,0,1,0,0
15390,3,49,0,100,1,257,1,0,0,0,0,0,1,0,1,0
15390,2,19,0,75,1,276,0,0,0,0,0,0,0,1,0,0
15399,4,13,1,100,1,490,0,0,0,0,0,0,1,0,0,1
15400,3,63,0,100,1,533,1,0,0,0,0,0,1,0,0,1
15400,2,17,0,75,1,105,0,0,0,0,0,0,0,0,1,0
15400,1,15,0,75,1,107,0,0,0,0,1,0,0,0,0,0
15450,1,20,1,100,1,135,0,0,0,0,1,0,0,1,0,0
15450,1,22,1,100,1,135,0,0,0,0,1,0,0,1,0,0
15450,1,22,1,100,1,135,0,0,0,0,1,0,0,1,0,0
15486,5,20,1,100,1,198,0,0,0,1,0,0,1,1,0,0
15490,1,23,0,75,1,355,0,0,0,0,1,0,0,0,0,1
15490,1,19,0,100,1,326,0,1,0,0,1,0,0,0,1,0
15490,1,18,0,100,1,326,0,1,0,0,1,0,0,0,1,0
15490,1,6,0,75,1,124,0,0,0,0,0,0,0,0,0,0
15490,1,21,0,75,1,132,0,0,0,0,1,0,0,0,0,0
15490,1,21,0,75,1,164,0,0,0,0,1,0,0,0,1,0
15490,4,25,0,100,1,200,1,0,0,0,0,0,1,0,1,0
15490,1,12,0,75,1,750,0,0,0,0,1,0,0,0,0,1
15499,5,79,1,100,1,474,0,0,0,0,1,0,0,0,0,1
15500,5,70,0,75,1,20,0,0,0,0,0,0,0,0,0,0
15500,4,32,0,100,1,348,1,0,0,0,0,0,1,0,0,1
15500,2,37,0,100,1,488,1,0,0,0,1,0,0,0,0,1
15500,2,39,0,75,1,149,0,0,0,0,0,0,1,0,0,0
15500,2,18,0,75,1,430,0,0,0,0,0,0,1,0,0,1
15500,1,1,0,75,1,276,0,0,0,0,1,0,0,1,0,0
15500,1,6,0,75,1,415,0,0,0,0,0,0,0,0,1,0
15500,1,22,0,75,1,198,0,0,0,0,1,0,0,1,0,0
15500,3,56,0,100,1,276,1,0,0,0,1,0,0,1,0,0
15500,1,16,0,75,1,159,0,0,0,0,1,0,0,1,0,0
15500,3,55,1,130,1,257,0,0,0,0,0,0,0,0,1,0
15500,1,33,0,75,1,217,0,0,0,0,1,0,0,0,0,0
15590,2,10,0,75,1,276,0,0,0,0,0,0,0,1,0,0
15600,2,25,0,100,1,93,0,0,0,0,0,0,1,0,1,0
15600,1,1,0,75,1,326,0,0,0,0,0,0,0,0,1,0
15690,1,15,0,100,1,163,0,0,0,0,1,0,0,0,0,0
15690,1,14,0,100,1,163,0,0,0,0,1,0,0,0,0,0
15690,1,14,0,100,1,163,0,0,0,0,1,0,0,0,0,0
15690,1,14,0,100,1,101,0,0,0,0,1,0,0,0,0,0
15690,1,13,0,100,1,163,0,0,0,0,1,0,0,0,0,0
15690,1,13,0,100,1,162,0,0,0,0,1,0,0,0,0,0
15690,1,14,0,100,1,162,0,0,0,0,1,0,0,0,0,0
15690,1,14,0,100,1,162,0,0,0,0,1,0,0,0,0,0
15690,1,15,0,100,1,162,0,0,0,0,1,0,0,0,0,0
15700,3,24,0,100,1,214,0,0,0,0,1,0,0,1,0,0
15700,1,7,0,75,1,216,0,0,0,0,1,0,0,1,0,0
15700,1,19,0,75,1,261,0,0,0,0,1,0,0,0,1,0
15700,2,26,1,130,1,25,0,0,0,0,1,0,0,0,0,0
15700,0,0,0,75,1,478,0,0,0,0,0,0,0,0,0,1
15723,1,28,0,75,1,115,0,0,0,0,1,0,0,0,0,0
15723,1,28,0,75,1,187,0,0,0,0,1,0,0,1,0,0
15723,1,28,0,75,1,177,0,0,0,0,1,0,0,1,0,0
15723,1,28,0,75,1,326,0,0,0,0,1,0,0,0,1,0
15723,1,28,0,75,1,11,0,0,0,0,1,0,0,0,0,0
15723,1,28,0,75,1,165,0,0,0,0,1,0,0,1,0,0
15800,1,13,0,75,1,750,0,0,0,0,1,0,0,0,0,1
15800,2,52,0,100,1,86,1,0,0,0,0,0,0,0,0,0
15800,2,52,0,100,1,326,1,0,0,0,0,0,0,0,1,0
15850,2,44,0,100,1,824,1,0,0,0,1,0,0,0,0,1
15890,2,12,0,100,1,42,0,0,0,0,1,0,0,0,0,0
15900,2,6,0,75,1,724,0,0,0,0,0,0,0,0,0,1
15900,3,10,0,100,1,622,0,0,0,0,1,0,0,0,0,1
15900,2,57,0,75,1,156,0,0,0,0,0,0,0,0,0,0
15900,2,5,0,75,1,473,0,0,0,0,0,0,1,0,0,1
15900,1,1,0,75,1,683,0,0,0,0,0,0,0,0,0,1
15900,1,10,0,75,1,383,0,0,0,0,1,0,0,0,1,0
15900,1,14,0,75,1,495,0,0,0,0,1,0,0,0,0,1
15900,2,26,0,75,1,204,0,0,0,0,0,0,1,0,0,0
15900,1,25,0,75,1,204,0,0,0,0,1,0,0,1,0,0
15900,1,14,0,75,1,356,0,0,0,0,1,0,0,0,0,1
15900,2,23,0,75,1,40,0,0,0,0,0,0,1,0,0,0
15900,3,55,1,75,1,750,0,0,0,0,0,0,1,0,0,1
15900,2,6,0,75,1,276,0,0,0,0,0,0,1,1,0,0
15900,2,1,0,75,1,276,0,0,0,0,0,0,1,1,0,0
15900,4,90,0,75,1,785,0,0,0,0,0,0,1,0,0,1
15900,2,6,0,100,1,276,0,0,0,0,0,0,1,1,0,0
15900,1,15,0,100,1,270,0,0,0,0,1,0,0,1,0,0
15900,1,15,0,100,1,270,0,0,0,0,1,0,0,1,0,0
15900,0,1,0,100,1,478,0,0,0,0,1,0,0,0,0,1
15950,2,9,0,75,1,91,0,0,0,0,1,0,0,0,0,0
15980,2,64,1,100,1,326,0,0,0,0,0,0,1,0,1,0
15990,2,49,0,100,1,276,1,0,0,0,1,0,0,1,0,0
15990,1,12,0,75,1,560,0,0,0,0,1,0,0,0,0,1
15990,1,16,0,75,1,489,0,0,0,0,0,0,1,0,0,1
15990,1,14,0,75,1,198,0,0,0,0,1,0,0,1,0,0
15990,1,11,0,75,1,198,0,0,0,0,1,0,0,1,0,0
15990,1,0,0,100,1,498,0,0,0,0,0,0,1,0,0,1
15990,1,6,0,75,1,198,0,0,0,0,0,0,0,1,0,0
15990,0,6,0,75,1,198,0,0,0,0,0,0,0,1,0,0
15999,1,5,0,75,1,130,0,0,0,0,1,0,0,0,1,0
15999,1,5,0,75,1,86,0,0,0,0,1,0,0,0,0,0
15999,1,5,0,75,1,99,0,0,0,0,1,0,0,0,1,0
15999,1,5,0,75,1,25,0,0,0,0,1,0,0,0,0,0
15999,1,5,0,75,1,283,0,0,0,0,1,0,0,1,0,0
15999,1,5,0,75,1,628,0,0,0,0,1,0,0,0,0,1
15999,1,5,0,75,1,326,0,0,0,0,1,0,0,0,1,0
15999,1,5,0,75,1,485,0,0,0,0,1,0,0,0,0,1
15999,1,5,0,75,1,177,0,0,0,0,1,0,0,1,0,0
15999,1,5,0,75,1,750,0,0,0,0,1,0,0,0,0,1
16100,0,1,0,75,1,478,0,0,0,0,0,0,0,0,0,1
16190,1,9,0,75,1,178,0,0,0,0,1,0,0,1,0,0
16199,2,17,0,100,1,490,0,0,0,0,1,0,0,0,0,1
16200,2,25,0,75,1,168,0,0,0,0,0,0,0,1,0,0
16200,1,15,0,75,1,173,0,0,0,0,1,0,0,1,0,0
16250,0,6,0,75,1,656,0,0,0,0,0,0,0,0,0,1
16300,2,15,0,100,1,243,1,0,0,0,0,0,0,1,0,0
16300,0,6,0,75,1,646,0,0,0,0,0,0,0,0,0,1
16300,1,25,0,75,1,275,0,0,0,0,1,0,0,1,0,0
16300,5,77,0,75,1,292,0,1,0,0,0,0,1,0,1,0
16328,1,17,1,100,1,168,0,0,0,0,1,0,0,1,0,0
16328,1,17,1,100,1,233,0,0,0,0,1,0,0,1,0,0
16390,0,6,0,75,1,101,0,0,0,0,0,0,0,0,0,0
16390,0,6,0,75,1,162,0,0,0,0,0,0,0,0,0,0
16390,0,6,0,75,1,163,0,0,0,0,0,0,0,0,0,0
16390,1,6,0,75,1,180,0,0,0,0,0,0,0,1,0,0
16400,1,2,0,75,1,163,0,0,0,0,0,0,1,0,0,0
16400,0,6,0,100,1,387,0,0,0,0,0,0,0,0,1,0
16400,0,6,0,75,1,200,0,0,0,0,0,0,0,0,1,0
16400,2,18,0,75,1,750,0,0,0,0,1,0,0,0,0,1
16400,0,6,0,100,1,124,0,0,0,0,1,0,0,0,0,0
16438,1,36,1,100,1,115,0,0,0,0,1,0,0,0,0,0
16438,1,40,1,100,1,115,0,0,0,0,1,0,0,0,0,0
16438,1,39,1,100,1,115,0,0,0,0,1,0,0,0,0,0
16438,1,38,1,100,1,115,0,0,0,0,1,0,0,0,0,0
16438,1,41,1,100,1,115,0,0,0,0,1,0,0,0,0,0
16438,1,40,1,100,1,177,0,0,0,0,1,0,0,1,0,0
16438,1,40,1,100,1,326,0,0,0,0,1,0,0,0,1,0
16438,1,40,1,100,1,11,0,0,0,0,1,0,0,0,0,0
16438,1,38,1,100,1,177,0,0,0,0,1,0,0,1,0,0
16438,1,41,1,100,1,177,0,0,0,0,1,0,0,1,0,0
16438,1,39,1,100,1,326,0,0,0,0,1,0,0,0,1,0
16438,1,38,1,100,1,326,0,0,0,0,1,0,0,0,1,0
16438,1,39,1,100,1,11,0,0,0,0,1,0,0,0,0,0
16438,1,39,1,100,1,165,0,0,0,0,1,0,0,1,0,0
16438,1,38,1,100,1,11,0,0,0,0,1,0,0,0,0,0
16438,1,41,1,100,1,326,0,0,0,0,1,0,0,0,1,0
16438,1,38,1,100,1,165,0,0,0,0,1,0,0,1,0,0
16438,1,41,1,100,1,11,0,0,0,0,1,0,0,0,0,0
16438,1,36,1,100,1,165,0,0,0,0,1,0,0,1,0,0
16438,1,39,1,100,1,177,0,0,0,0,1,0,0,1,0,0
16438,1,36,1,100,1,177,0,0,0,0,1,0,0,1,0,0
16438,1,36,1,100,1,187,0,0,0,0,1,0,0,1,0,0
16438,1,39,1,100,1,187,0,0,0,0,1,0,0,1,0,0
16438,1,38,1,100,1,187,0,0,0,0,1,0,0,1,0,0
16438,1,41,1,100,1,187,0,0,0,0,1,0,0,1,0,0
16438,1,40,1,100,1,187,0,0,0,0,1,0,0,1,0,0
16438,1,40,1,100,1,165,0,0,0,0,1,0,0,1,0,0
16450,1,8,1,100,1,135,0,0,0,0,0,0,1,1,0,0
16490,1,13,0,75,1,350,0,0,0,0,1,0,0,0,1,0
16490,0,6,0,75,1,188,0,0,0,0,0,0,0,1,0,0
16500,2,33,0,100,1,25,1,0,0,0,0,0,0,0,0,0
16500,3,48,1,130,1,782,0,0,0,0,1,0,0,0,0,1
16500,2,32,0,75,1,301,0,0,0,0,0,0,0,1,0,0
16500,3,56,1,130,1,200,0,0,0,0,1,0,0,0,1,0
16500,0,6,0,75,1,350,0,0,0,0,1,0,0,0,0,1
16500,0,6,0,100,1,750,0,0,0,0,1,0,0,0,0,1
16500,1,3,0,75,1,750,0,0,0,0,0,0,0,0,0,1
16500,1,4,0,75,1,750,0,0,0,0,0,0,0,0,0,1
16550,1,18,0,75,1,210,0,0,0,0,1,0,0,1,0,0
16600,0,6,0,75,1,350,0,0,0,0,1,0,0,0,0,1
16790,1,16,1,100,1,180,0,0,0,0,1,0,0,1,0,0
16790,1,14,1,100,1,180,0,0,0,0,1,0,0,1,0,0
16790,1,18,1,100,1,180,0,0,0,0,1,0,0,1,0,0
16800,0,6,0,100,1,119,0,0,0,0,1,0,0,0,0,0
16800,3,43,0,100,1,771,1,0,0,0,1,0,0,0,0,1
16800,0,6,0,100,1,843,0,0,0,0,0,0,0,0,0,1
16800,0,6,0,100,1,124,0,0,0,0,1,0,0,0,0,0
